North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",12,3,16,28,,1.0,,5.0,,3.0,7.0,4.0,2.0,1.0,,16,13,,,3.0,,1.0,72.0
18,"Atley, Shaun",5,2,7,12,2.0,1.0,,4.0,,1.0,,,,,,5,7,,1.0,,,1.0,88.0
50,"Brown, Ben",10,3,1,11,2.0,2.0,,,,2.0,,2.0,4.0,1.0,,7,3,2.0,2.0,1.0,,2.0,100.0
13,"Clarke, Ryan",10,5,9,19,,,,2.0,2.0,1.0,,1.0,,,,4,13,,,,,,83.0
10,"Cunnington, Ben",20,6,18,38,,,,7.0,3.0,4.0,14.0,12.0,6.0,3.0,1.0,32,8,4.0,,2.0,,,77.0
1,"Daw, Majak",6,4,5,11,,,7.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,,8,5,1.0,,6.0,,,77.0
14,"Dumont, Trent",14,5,3,17,,,,4.0,3.0,2.0,1.0,4.0,3.0,,,3,13,,,2.0,,1.0,78.0
22,"Goldstein, Todd",3,2,5,8,,,36.0,4.0,3.0,1.0,1.0,2.0,,,,5,3,2.0,,3.0,,,84.0
39,"Hartung, Billy",8,3,7,15,,,,2.0,1.0,4.0,,5.0,,1.0,,4,11,,,,1.0,1.0,71.0
4,"Higgins, Shaun",10,2,12,22,1.0,,,5.0,1.0,8.0,2.0,1.0,1.0,,,11,16,,,,,,85.0
5,"Jacobs, Ben",4,1,11,15,,,,6.0,1.0,1.0,3.0,2.0,1.0,2.0,,8,8,1.0,,1.0,,,76.0
34,"Macmillan, Jamie",13,6,7,20,1.0,,,4.0,7.0,1.0,1.0,,4.0,,,9,10,,,7.0,,,82.0
11,"McDonald, Luke",16,6,8,24,,,,3.0,3.0,5.0,1.0,4.0,1.0,2.0,,6,18,,,1.0,,,83.0
12,"Simpkin, Jy",7,1,11,18,1.0,,,5.0,1.0,,5.0,2.0,2.0,,,13,5,,,,,1.0,68.0
25,"Tarrant, Robbie",9,5,7,16,,,,,3.0,2.0,,2.0,,,,3,13,,,2.0,,,88.0
16,"Thompson, Scott",12,6,3,15,,,,1.0,3.0,1.0,,5.0,,3.0,,2,12,,,3.0,,,98.0
28,"Turner, Kayne",3,3,3,6,,,,3.0,,,,5.0,,4.0,,3,5,1.0,,2.0,1.0,,79.0
30,"Waite, Jarrad",5,3,5,10,2.0,,,,2.0,,,1.0,1.0,1.0,,6,4,1.0,1.0,1.0,,,81.0
2,"Williams, Marley",3,2,4,7,,,,,,,,1.0,,,,3,4,1.0,,4.0,,,78.0
32,"Wood, Mason",7,3,2,9,2.0,,,2.0,,1.0,,5.0,3.0,1.0,,6,2,1.0,1.0,2.0,,,85.0
19,"Wright, Sam",4,3,6,10,,,,3.0,1.0,1.0,,2.0,,1.0,,2,7,,,5.0,,,79.0
7,"Ziebell, Jack",13,5,7,20,,2.0,,5.0,3.0,3.0,1.0,6.0,3.0,2.0,,11,10,2.0,2.0,1.0,,1.0,90.0
Totals,Totals,194,79,157,351,11.0,6.0,43.0,69.0,38.0,43.0,38.0,69.0,33.0,24.0,1.0,167,190,16.0,7.0,46.0,2.0,8.0,
Opposition,Opposition,220,96,162,382,12.0,10.0,30.0,81.0,28.0,54.0,35.0,76.0,24.0,33.0,5.0,149,240,10.0,12.0,56.0,9.0,10.0,
