Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",25y 162d,51 (25-0-26 49.02%),1 (0.02),←,
18,"Cameron, Jeremy",25y 363d,132 (55-3-74 42.80%),334 (2.53),←,
3,"Coniglio, Stephen",25y 105d,120 (55-1-64 46.25%),66 (0.55),←,
16,"Daniels, Brent",20y 21d,9 (6-0-3 66.67%),5 (0.56),←,
1,"Davis, Phil",28y 212d,145 (70-3-72 49.31%),6 (0.04),127 (59-3-65 47.64%),5 (0.04)
24,"de Boer, Matt",29y 20d,170 (97-4-69 58.24%),70 (0.41),32 (19-3-10 64.06%),22 (0.69)
7,"Deledio, Brett",31y 346d,263 (123-6-134 47.91%),191 (0.73),20 (13-1-6 67.50%),9 (0.45)
31,"Finlayson, Jeremy",23y 49d,17 (7-2-8 47.06%),4 (0.24),←,
19,"Haynes, Nick",26y 316d,106 (50-3-53 48.58%),9 (0.08),←,
27,"Himmelberg, Harry",22y 326d,42 (27-1-14 65.48%),39 (0.93),←,
2,"Hopper, Jacob",22y 52d,46 (29-1-16 64.13%),19 (0.41),←,
25,"Keeffe, Lachlan",28y 350d,50 (28-0-22 56.00%),11 (0.22),10 (3-0-7 30.00%),4 (0.40)
40,"Kennedy, Adam",26y 261d,94 (33-0-61 35.11%),8 (0.09),←,
38,"Lloyd, Daniel",27y 40d,23 (12-3-8 58.70%),17 (0.74),←,
50,"Reid, Sam",29y 143d,66 (36-3-27 56.82%),27 (0.41),56 (30-3-23 56.25%),26 (0.46)
23,"Shaw, Heath",33y 123d,284 (173-5-106 61.80%),39 (0.14),111 (63-3-45 58.11%),2 (0.02)
26,"Simpson, Dawson",30y 41d,41 (29-1-11 71.95%),4 (0.10),13 (10-1-2 80.77%),
14,"Taranto, Tim",21y 61d,39 (24-1-14 62.82%),15 (0.38),←,
15,"Taylor, Sam",19y 329d,10 (8-0-2 80.00%),,←,
20,"Tomlinson, Adam",25y 232d,117 (47-3-67 41.45%),31 (0.26),←,
6,"Whitfield, Lachie",24y 255d,116 (53-3-60 46.98%),49 (0.42),←,
29,"Williams, Zac",24y 191d,80 (41-0-39 51.25%),21 (0.26),←,
Totals,Totals,26y 16d,2021 (1028-43-950 50.87%),966 (0.48),,
C,"Cameron, Leon",46y 209d,119 (64-3-52 55.04%),,←,
