Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",27y 67d,106 (52-1-53 49.53%),42 (0.40),←,
15,"Dempsey, Courtenay",18y 285d,3 (0-0-3 0.00%),1 (0.33),←,
2,"Dyson, Ricky",20y 254d,28 (11-0-17 39.29%),22 (0.79),←,
31,"Fletcher, Dustin",31y 33d,251 (161-3-87 64.74%),60 (0.24),←,
26,"Heffernan, Chris",27y 131d,155 (86-1-68 55.81%),53 (0.34),108 (68-1-39 63.43%),43 (0.40)
19,"Hille, David",25y 7d,95 (48-0-47 50.53%),75 (0.79),←,
21,"Johns, Courtney",21y 207d,7 (1-0-6 14.29%),4 (0.57),←,
14,"Johnson, Jason",28y 135d,160 (96-1-63 60.31%),92 (0.57),←,
1,"Johnson, Mark",28y 17d,163 (100-1-62 61.66%),79 (0.48),←,
27,"Laycock, Jason",21y 217d,23 (7-0-16 30.43%),13 (0.57),←,
42,"Lovett-Murray, Nathan",23y 203d,48 (18-0-30 37.50%),29 (0.60),←,
25,"Lucas, Scott",28y 161d,214 (124-1-89 58.18%),329 (1.54),←,
33,"McPhee, Adam",23y 246d,95 (37-0-58 38.95%),47 (0.49),70 (31-0-39 44.29%),38 (0.54)
10,"McVeigh, Mark",25y 134d,130 (69-1-60 53.46%),48 (0.37),←,
6,"Monfries, Angus",19y 141d,23 (5-0-18 21.74%),23 (1.00),←,
38,"Nash, Jay",20y 170d,4 (2-0-2 50.00%),2 (0.50),←,
11,"Peverill, Damien",26y 332d,105 (53-1-51 50.95%),21 (0.20),←,
29,"Reynolds, Joel",22y 4d,31 (11-1-19 37.10%),8 (0.26),←,
7,"Solomon, Dean",26y 151d,149 (91-0-58 61.07%),54 (0.36),←,
24,"Stanton, Brent",20y 39d,45 (14-0-31 31.11%),24 (0.53),←,
12,"Welsh, Andrew",23y 118d,91 (40-1-50 44.51%),8 (0.09),←,
8,"Winderlich, Jason",21y 242d,30 (9-0-21 30.00%),10 (0.33),←,
Totals,Totals,24y 50d,1956 (1035-12-909 52.91%),1044 (0.53),,
C,"Sheedy, Kevin",58y 167d,602 (374-6-222 62.62%),,←,
