Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",24y 14d,97 (35-0-62 36.08%),250 (2.58),←,
35,"Corr, Aidan",22y 333d,38 (12-0-26 31.58%),1 (0.03),←,
1,"Davis, Phil",26y 228d,101 (44-0-57 43.56%),6 (0.06),83 (33-0-50 39.76%),5 (0.06)
4,"Greene, Toby",23y 202d,102 (37-0-65 36.27%),91 (0.89),←,
19,"Haynes, Nick",24y 332d,66 (28-0-38 42.42%),6 (0.09),←,
2,"Hopper, Jacob",20y 68d,13 (10-0-3 76.92%),7 (0.54),←,
22,"Kelly, Josh",22y 62d,64 (33-0-31 51.56%),38 (0.59),←,
40,"Kennedy, Adam",24y 277d,80 (24-0-56 30.00%),6 (0.08),←,
15,"Kennedy, Matthew",20y 9d,5 (3-0-2 60.00%),4 (0.80),←,
37,"Lobb, Rory",24y 65d,39 (23-0-16 58.97%),42 (1.08),←,
41,"Mumford, Shane",30y 284d,155 (101-2-52 65.81%),47 (0.30),55 (32-0-23 58.18%),8 (0.15)
12,"Patton, Jonathon",23y 330d,57 (25-0-32 43.86%),82 (1.44),←,
50,"Reid, Sam",27y 159d,33 (15-0-18 45.45%),15 (0.45),23 (9-0-14 39.13%),14 (0.61)
9,"Scully, Tom",25y 335d,131 (49-1-81 37.79%),59 (0.45),100 (36-0-64 36.00%),53 (0.53)
23,"Shaw, Heath",31y 139d,241 (147-2-92 61.41%),39 (0.16),68 (37-0-31 54.41%),2 (0.03)
5,"Shiel, Dylan",24y 37d,91 (34-0-57 37.36%),48 (0.53),←,
10,"Smith, Devon",23y 330d,97 (32-0-65 32.99%),91 (0.94),←,
14,"Taranto, Tim",19y 77d,4 (3-0-1 75.00%),,←,
20,"Tomlinson, Adam",23y 248d,71 (21-0-50 29.58%),18 (0.25),←,
8,"Ward, Callan",27y 5d,171 (71-0-100 41.52%),86 (0.50),111 (39-0-72 35.14%),53 (0.48)
29,"Williams, Zac",22y 207d,57 (27-0-30 47.37%),13 (0.23),←,
16,"Wilson, Nathan",24y 98d,56 (28-0-28 50.00%),13 (0.23),←,
Totals,Totals,24y 158d,1769 (802-5-962 45.34%),962 (0.54),,
C,"Cameron, Leon",44y 225d,72 (37-0-35 51.39%),,←,
