Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bentley, Greg",7,1,14,21,1,,,5.0,1.0,1.0,1.0,2.0,,,,8.0,12.0,1.0,1.0,,,,83.0
20,"Brogan, Dean",7,5,11,18,,,21.0,1.0,3.0,2.0,2.0,8.0,2.0,5.0,3.0,10.0,8.0,1.0,,1.0,,,71.0
8,"Burgoyne, Shaun",10,4,2,12,1,2.0,,6.0,3.0,3.0,1.0,,2.0,,,7.0,5.0,,1.0,,,1.0,82.0
27,"Carlile, Alipate",9,3,3,12,,,1.0,4.0,3.0,1.0,,4.0,,1.0,,1.0,9.0,1.0,,8.0,,1.0,94.0
25,"Cassisi, Domenic",5,2,17,22,,,,4.0,2.0,1.0,2.0,2.0,,,,7.0,16.0,,,2.0,,,88.0
30,"Chaplin, Troy",8,5,9,17,,,,6.0,1.0,2.0,,2.0,1.0,1.0,,5.0,13.0,1.0,,5.0,1.0,,94.0
35,"Cornes, Chad",11,7,14,25,,,,4.0,2.0,1.0,2.0,4.0,,1.0,,10.0,16.0,3.0,,2.0,,,95.0
18,"Cornes, Kane",15,6,15,30,,1.0,,2.0,2.0,4.0,,2.0,1.0,1.0,,8.0,22.0,,,1.0,4.0,1.0,92.0
37,"Deluca, Fabian",,1,3,3,,,8.0,1.0,,,,,,,,3.0,1.0,1.0,,,,,35.0
33,"Ebert, Brett",10,6,3,13,3,1.0,,1.0,,4.0,1.0,5.0,,3.0,,8.0,5.0,3.0,3.0,1.0,,,84.0
44,"Logan, Tom",14,7,11,25,,,,2.0,,2.0,2.0,7.0,1.0,,,7.0,18.0,1.0,,,,,87.0
12,"Lonie, Nathan",17,8,5,22,2,1.0,,5.0,2.0,7.0,,1.0,,,,3.0,19.0,,,,5.0,1.0,90.0
26,"Lower, Nick",7,5,9,16,,,,3.0,2.0,,,1.0,1.0,,,5.0,11.0,,,2.0,2.0,,83.0
4,"Motlop, Daniel",13,5,,13,1,2.0,1.0,1.0,,4.0,,2.0,2.0,,,3.0,10.0,,2.0,,,2.0,86.0
16,"Pearce, Danyle",12,2,8,20,,,,3.0,2.0,4.0,3.0,2.0,,1.0,,8.0,12.0,,,1.0,9.0,2.0,82.0
36,"Pettigrew, Michael",8,2,8,16,,1.0,,2.0,5.0,,,1.0,2.0,1.0,,4.0,11.0,,1.0,4.0,2.0,,88.0
15,"Rodan, David",8,3,18,26,,,,6.0,4.0,2.0,6.0,1.0,1.0,,,14.0,13.0,,,,8.0,,87.0
9,"Surjan, Jacob",4,1,10,14,,,,1.0,1.0,1.0,3.0,2.0,,1.0,,4.0,10.0,,,6.0,1.0,,84.0
6,"Thomson, Adam",4,2,5,9,1,,,3.0,,2.0,,1.0,1.0,,,4.0,6.0,,1.0,,,,72.0
1,"Tredrea, Warren",6,4,1,7,,2.0,,2.0,,2.0,1.0,1.0,,,,2.0,5.0,1.0,2.0,,,,80.0
39,"Westhoff, Justin",5,6,6,11,1,,1.0,3.0,,,1.0,3.0,1.0,1.0,,7.0,4.0,3.0,1.0,,,,87.0
24,"White, Damon",2,3,7,9,,,,1.0,1.0,,,,1.0,,,4.0,5.0,2.0,,2.0,1.0,,56.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,88,179,361,10,14.0,32.0,66.0,34.0,43.0,25.0,51.0,16.0,16.0,3.0,132.0,231.0,18.0,12.0,35.0,33.0,8.0,
Opposition,Opposition,190,91,176,366,10,16.0,31.0,63.0,32.0,46.0,34.0,47.0,16.0,16.0,3.0,119.0,250.0,6.0,11.0,54.0,23.0,6.0,
