Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bugg, Tomas",8,1,5,13,,,,9.0,,2.0,2.0,2.0,1.0,1.0,,5.0,8.0,,,,,1.0,76.0
20,"Garland, Colin",6,3,3,9,,,,5.0,3.0,,,3.0,,2.0,,2.0,6.0,1.0,,4.0,,,93.0
36,"Garlett, Jeff",5,1,4,9,2,1.0,,3.0,1.0,1.0,,2.0,1.0,,,5.0,4.0,,1.0,1.0,,,92.0
11,"Gawn, Max",3,2,3,6,,1.0,42.0,1.0,1.0,,2.0,6.0,,3.0,,6.0,2.0,1.0,,3.0,,,82.0
43,"Harmes, James",6,2,9,15,,,,5.0,,3.0,,2.0,1.0,,,3.0,13.0,,,,,2.0,79.0
1,"Hogan, Jesse",10,9,7,17,1,3.0,,,,3.0,,,,,,10.0,7.0,5.0,5.0,2.0,,3.0,98.0
29,"Hunt, Jayden",5,1,4,9,,,,3.0,2.0,3.0,2.0,,,,,3.0,5.0,,,1.0,,,82.0
39,"Jetta, Neville",8,4,10,18,,,,3.0,5.0,,,1.0,2.0,,,10.0,8.0,,,7.0,,,89.0
2,"Jones, Nathan",9,2,12,21,,,,8.0,1.0,5.0,4.0,2.0,1.0,2.0,,6.0,14.0,,,,,2.0,79.0
35,"Kennedy, Ben",8,5,10,18,2,1.0,,4.0,1.0,3.0,,2.0,1.0,1.0,,4.0,14.0,,1.0,,2.0,,83.0
25,"McDonald, Tom",13,11,12,25,1,,1.0,2.0,10.0,,,2.0,,,,4.0,18.0,,,6.0,,,98.0
22,"Michie, Viv",6,6,7,13,,,,,2.0,,,,,,,2.0,11.0,,,2.0,,,78.0
13,"Oliver, Clayton",3,2,12,15,1,,,5.0,,,1.0,2.0,,,,4.0,11.0,,,,,,63.0
21,"Pedersen, Cameron",6,6,9,15,,2.0,6.0,1.0,1.0,4.0,,3.0,,1.0,,4.0,11.0,,,2.0,,1.0,79.0
5,"Petracca, Christian",10,4,10,20,1,,,2.0,2.0,7.0,4.0,4.0,2.0,,,9.0,12.0,,,1.0,,,75.0
3,"Salem, Christian",11,2,5,16,,,,6.0,4.0,,3.0,1.0,,,,5.0,12.0,,,,2.0,,73.0
15,"Stretch, Billy",10,6,15,25,,,,2.0,1.0,2.0,2.0,1.0,1.0,,,10.0,14.0,1.0,,,,,73.0
12,"Tyson, Dom",8,3,24,32,,,1.0,4.0,1.0,2.0,3.0,1.0,,,,12.0,20.0,,,,,,74.0
23,"Vince, Bernie",18,5,6,24,,,,7.0,8.0,3.0,5.0,3.0,,1.0,,5.0,16.0,,,1.0,,1.0,85.0
7,"Viney, Jack",10,4,15,25,1,,,16.0,,2.0,6.0,4.0,2.0,3.0,,11.0,17.0,,1.0,1.0,,,80.0
42,"Wagner, Josh",11,3,3,14,,,,1.0,,1.0,1.0,3.0,,1.0,,3.0,11.0,,,2.0,1.0,,86.0
4,"Watts, Jack",12,11,2,14,3,,,,,7.0,,2.0,,1.0,,2.0,13.0,,3.0,3.0,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,93,187,373,12,10.0,50.0,87.0,43.0,48.0,35.0,46.0,12.0,16.0,,125.0,247.0,8.0,11.0,36.0,5.0,11.0,
Opposition,Opposition,222,87,204,426,17,12.0,42.0,84.0,35.0,61.0,39.0,52.0,16.0,12.0,6.0,155.0,271.0,10.0,12.0,51.0,1.0,11.0,
