Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
41,"Adkins, Damien",19y 139d,11 (5-0-6 45.45%),6 (0.55),←,
38,"Baynes, Dale",19y 180d,1 (0-0-1 0.00%),,←,
49,"Betheras, Rupert",24y 186d,28 (8-0-20 28.57%),9 (0.32),←,
26,"Brown, Gavin",32y 245d,246 (112-5-129 46.54%),187 (0.76),←,
5,"Buckley, Nathan",27y 306d,154 (56-2-96 37.01%),160 (1.04),134 (52-2-80 39.55%),139 (1.04)
40,"Davis, Leon",18y 345d,5 (2-0-3 40.00%),2 (0.40),←,
25,"Fraser, Josh",18y 143d,11 (5-0-6 45.45%),2 (0.18),←,
9,"Freeborn, Glenn",27y 111d,89 (47-0-42 52.81%),54 (0.61),34 (9-0-25 26.47%),27 (0.79)
13,"Jacotine, Craig",19y 341d,15 (3-0-12 20.00%),6 (0.40),←,
18,"Licuria, Paul",22y 144d,35 (9-0-26 25.71%),10 (0.29),25 (7-0-18 28.00%),8 (0.32)
24,"Lockyer, Tarkyn",20y 210d,27 (9-0-18 33.33%),6 (0.22),←,
48,"Michael, Mal",22y 338d,51 (19-0-32 37.25%),15 (0.29),←,
11,"OBree, Shane",21y 73d,31 (14-0-17 45.16%),10 (0.32),12 (5-0-7 41.67%),7 (0.58)
2,"Orchard, Mark",24y 55d,80 (36-1-43 45.63%),13 (0.16),39 (12-1-26 32.05%),8 (0.21)
35,"Prestigiacomo, Simon",22y 117d,59 (19-0-40 32.20%),2 (0.03),←,
3,"Richardson, Mark",27y 209d,111 (45-1-65 40.99%),75 (0.68),←,
23,"Rocca, Anthony",22y 286d,88 (35-0-53 39.77%),116 (1.32),66 (24-0-42 36.36%),105 (1.59)
15,"Smith, Bradley",22y 325d,1 (0-0-1 0.00%),,←,
20,"Tarrant, Chris",19y 252d,35 (11-0-24 31.43%),33 (0.94),←,
27,"Ukovic, Andrew",21y 186d,28 (15-0-13 53.57%),12 (0.43),9 (4-0-5 44.44%),4 (0.44)
16,"Wasley, James",20y 313d,21 (4-0-17 19.05%),3 (0.14),←,
10,"Williams, Paul",27y 54d,180 (79-2-99 44.44%),215 (1.19),←,
Totals,Totals,22y 340d,1307 (533-11-763 40.78%),936 (0.72),,
C,"Malthouse, Mick",46y 284d,390 (228-4-158 58.97%),,12 (5-0-7 41.67%),
