Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",27y 258d,94 (65-0-29 69.15%),15 (0.16),←,
24,"Bews, Jed",29y 171d,161 (101-2-58 63.35%),16 (0.10),←,
46,"Blicavs, Mark",32y 67d,239 (160-2-77 67.36%),60 (0.25),←,
4,"Bruhn, Tanner",21y 7d,39 (14-0-25 35.90%),17 (0.44),9 (3-0-6 33.33%),6 (0.67)
5,"Cameron, Jeremy",30y 63d,222 (113-3-106 51.58%),569 (2.56),51 (36-0-15 70.59%),142 (2.78)
15,"Ceglar, Jonathon",32y 109d,110 (68-1-41 62.27%),43 (0.39),9 (5-0-4 55.56%),
45,"Close, Brad",24y 308d,66 (48-0-18 72.73%),55 (0.83),←,
16,"De Koning, Sam",22y 97d,32 (25-0-7 78.13%),1 (0.03),←,
39,"Guthrie, Zach",24y 338d,66 (44-1-21 67.42%),7 (0.11),←,
26,"Hawkins, Tom",34y 317d,339 (241-2-96 71.39%),764 (2.25),←,
38,"Henry, Jack",24y 278d,110 (75-0-35 68.18%),23 (0.21),←,
36,"Henry, Oliver",20y 309d,36 (20-0-16 55.56%),46 (1.28),11 (6-0-5 54.55%),18 (1.64)
10,"Knevitt, Mitch",20y 146d,9 (5-0-4 55.56%),2 (0.22),←,
8,"Kolodjashnij, Jake",27y 298d,164 (111-2-51 68.29%),3 (0.02),←,
32,"Miers, Gryan",24y 65d,95 (65-0-30 68.42%),74 (0.78),←,
34,"Mullin, Oisin",23y 112d,2 (1-0-1 50.00%),,←,
42,"OConnor, Mark",26y 137d,99 (67-0-32 67.68%),5 (0.05),←,
23,"Rohan, Gary",31y 361d,184 (126-1-57 68.75%),199 (1.08),78 (56-0-22 71.79%),103 (1.32)
37,"Simpson, Sam",24y 354d,25 (15-1-9 62.00%),14 (0.56),←,
7,"Smith, Isaac",34y 155d,270 (187-1-82 69.44%),201 (0.74),60 (43-0-17 71.67%),36 (0.60)
18,"Stengle, Tyson",24y 227d,49 (29-0-20 59.18%),78 (1.59),33 (24-0-9 72.73%),63 (1.91)
44,"Stewart, Tom",30y 80d,137 (93-0-44 67.88%),4 (0.03),←,
2,"Tuohy, Zach",33y 175d,261 (141-2-118 54.41%),92 (0.35),141 (93-1-47 66.31%),52 (0.37)
Totals,Totals,27y 97d,2809 (1814-18-977 64.58%),2288 (0.81),,
C,"Scott, Chris",47y 31d,298 (206-2-90 69.46%),,←,
