Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",12,1,4,16,4,,,,,1.0,1.0,3.0,2.0,2.0,2.0,6.0,9.0,,,1.0,,1.0,81.0
21,"Barlow, Michael",18,5,13,31,,1.0,2.0,6.0,2.0,1.0,6.0,3.0,,,1.0,12.0,17.0,1.0,,,,,83.0
26 ↓,"Bradley, Kepler",4,1,2,6,,1.0,,,,1.0,,,1.0,,,4.0,2.0,,,,,,28.0
15,"Crowley, Ryan",6,3,5,11,1,,,4.0,,3.0,1.0,2.0,1.0,1.0,,4.0,6.0,,,,,1.0,83.0
3,"Dawson, Zac",3,5,6,9,,,1.0,1.0,2.0,1.0,,1.0,,1.0,,2.0,7.0,,1.0,8.0,,1.0,97.0
9,"de Boer, Matt",7,5,11,18,,1.0,,9.0,,1.0,2.0,2.0,1.0,1.0,,10.0,8.0,1.0,,1.0,,,81.0
7,"Fyfe, Nat",14,5,9,23,,,2.0,6.0,2.0,4.0,3.0,3.0,2.0,2.0,,13.0,10.0,,,2.0,,1.0,86.0
12,"Griffin, Jonathon",12,5,9,21,,1.0,23.0,1.0,1.0,4.0,7.0,1.0,4.0,,,16.0,5.0,2.0,,5.0,,,78.0
38,"Hannath, Jack",2,1,2,4,,,11.0,1.0,,,,2.0,1.0,2.0,,2.0,2.0,1.0,,1.0,,,85.0
32,"Hill, Stephen",13,1,10,23,1,,,5.0,,5.0,4.0,3.0,,1.0,,7.0,16.0,,1.0,4.0,1.0,,84.0
5,"Ibbotson, Garrick",16,11,8,24,,,,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,5.0,19.0,,,1.0,,,94.0
37,"Johnson, Michael",14,10,4,18,,,,4.0,4.0,3.0,,1.0,2.0,,3.0,6.0,12.0,,,9.0,1.0,,100.0
23,"Mayne, Chris",9,4,1,10,3,,,3.0,,1.0,,1.0,2.0,,,4.0,5.0,,1.0,,,1.0,87.0
18,"McPharlin, Luke",13,10,4,17,,,,2.0,5.0,,1.0,3.0,,2.0,,7.0,11.0,1.0,,3.0,,,98.0
16,"Mundy, David",12,4,5,17,,,,4.0,,4.0,4.0,3.0,1.0,,,8.0,9.0,,,2.0,,,78.0
13,"Mzungu, Tendai",10,4,8,18,,,,,3.0,1.0,,1.0,,,,5.0,14.0,,,1.0,,,87.0
27,"Neale, Lachie",4,2,8,12,,,,,,2.0,3.0,3.0,,1.0,,6.0,7.0,,,1.0,,1.0,70.0
46,"Pearce, Clancee",13,10,11,24,,,,3.0,1.0,2.0,1.0,2.0,,,,5.0,19.0,,1.0,1.0,,1.0,93.0
6,"Pearce, Danyle",9,3,3,12,,,,5.0,2.0,3.0,,4.0,1.0,3.0,,3.0,10.0,,,,,,72.0
34,"Spurr, Lee",17,7,6,23,,,,3.0,3.0,3.0,,2.0,2.0,1.0,,9.0,13.0,2.0,,2.0,,,100.0
8 ↑,"Suban, Nick",15,8,1,16,1,1.0,,4.0,,4.0,4.0,1.0,3.0,1.0,,6.0,10.0,1.0,2.0,,,1.0,56.0
10,"Walters, Michael",13,6,2,15,2,3.0,,1.0,2.0,2.0,,3.0,2.0,2.0,,5.0,10.0,,2.0,1.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,111,132,368,12,9.0,39.0,64.0,28.0,50.0,38.0,46.0,26.0,21.0,6.0,145.0,221.0,9.0,8.0,43.0,2.0,8.0,
Opposition,Opposition,207,76,134,341,12,8.0,38.0,73.0,34.0,45.0,37.0,58.0,21.0,26.0,,155.0,182.0,16.0,7.0,55.0,5.0,7.0,
