Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bartram, Clint",18y 191d,21 (13-1-7 64.29%),6 (0.29),←,
21,"Bell, Daniel",21y 135d,25 (16-1-8 66.00%),,←,
32,"Bruce, Cameron",26y 330d,143 (74-1-68 52.10%),172 (1.20),←,
41,"Carroll, Nathan",25y 310d,38 (17-1-20 46.05%),1 (0.03),←,
36,"Davey, Aaron",23y 77d,61 (37-1-23 61.48%),91 (1.49),←,
30,"Godfrey, Simon",25y 312d,87 (43-1-43 50.00%),16 (0.18),←,
18,"Green, Brad",25y 166d,145 (76-1-68 52.76%),194 (1.34),←,
4,"Holland, Ben",29y 108d,177 (93-1-83 52.82%),164 (0.93),52 (31-1-20 60.58%),40 (0.77)
40,"Jamar, Mark",23y 17d,40 (20-1-19 51.25%),12 (0.30),←,
16,"Johnstone, Travis",26y 40d,142 (73-1-68 51.76%),104 (0.73),←,
2,"Jones, Nathan",18y 218d,5 (2-1-2 50.00%),2 (0.40),←,
23,"McDonald, James",29y 325d,174 (86-1-87 49.71%),43 (0.25),←,
5,"McLean, Brock",20y 168d,44 (26-1-17 60.23%),21 (0.48),←,
7,"Miller, Brad",23y 51d,72 (35-1-36 49.31%),22 (0.31),←,
33,"Pickett, Byron",29y 15d,193 (127-1-65 66.06%),169 (0.88),18 (12-1-5 69.44%),8 (0.44)
27,"Rivers, Jared",21y 312d,58 (32-1-25 56.03%),4 (0.07),←,
24,"Robertson, Russell",27y 275d,187 (95-1-91 51.07%),332 (1.78),←,
12,"Sylvia, Colin",20y 291d,33 (18-1-14 56.06%),17 (0.52),←,
10,"Ward, Daniel",29y 48d,115 (45-1-69 39.57%),28 (0.24),←,
45,"Whelan, Matthew",26y 286d,122 (62-1-59 51.23%),13 (0.11),←,
34,"White, Jeff",29y 188d,228 (114-1-113 50.22%),98 (0.43),196 (101-1-94 51.79%),80 (0.41)
13,"Yze, Adem",28y 339d,254 (119-1-134 47.05%),223 (0.88),←,
Totals,Totals,25y 25d,2364 (1223-22-1119 51.73%),1732 (0.73),,
C,"Daniher, Neale",45y 192d,207 (105-1-101 50.97%),,←,
