North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",23y 45d,31 (13-1-17 43.55%),21 (0.68),←,
18,"Atley, Shaun",18y 250d,8 (2-0-6 25.00%),2 (0.25),←,
10,"Cunnington, Ben",19y 325d,25 (11-0-14 44.00%),3 (0.12),←,
45,"Delaney, Luke",21y 331d,1 (0-0-1 0.00%),,←,
27,"Edwards, Aaron",27y 80d,59 (31-1-27 53.39%),85 (1.44),55 (27-1-27 50.00%),83 (1.51)
11,"Firrito, Michael",27y 175d,157 (75-2-80 48.41%),26 (0.17),←,
32,"Garlett, Cruize",22y 76d,22 (10-0-12 45.45%),3 (0.14),←,
22,"Goldstein, Todd",22y 324d,44 (20-1-23 46.59%),25 (0.57),←,
6,"Hansen, Lachlan",22y 277d,57 (25-1-31 44.74%),45 (0.79),←,
23,"Harper, Kieran",18y 340d,4 (2-0-2 50.00%),3 (0.75),←,
29,"Harvey, Brent",33y 7d,309 (165-3-141 53.88%),355 (1.15),←,
34,"Macmillan, Jamie",19y 240d,8 (4-0-4 50.00%),1 (0.13),←,
42,"McMahon, Scott",24y 353d,76 (36-1-39 48.03%),25 (0.33),←,
20,"Petrie, Drew",28y 218d,185 (85-3-97 46.76%),168 (0.91),←,
30,"Pratt, Daniel",28y 61d,116 (57-1-58 49.57%),10 (0.09),113 (56-1-56 50.00%),9 (0.08)
3,"Rawlings, Brady",29y 345d,231 (113-2-116 49.35%),60 (0.26),←,
46,"Speight, Ben",21y 19d,6 (2-0-4 33.33%),5 (0.83),←,
9,"Swallow, Andrew",23y 353d,92 (39-1-52 42.93%),50 (0.54),←,
12,"Thomas, Lindsay",23y 82d,80 (34-2-44 43.75%),102 (1.27),←,
16,"Thompson, Scott",25y 12d,58 (20-2-36 36.21%),1 (0.02),←,
8,"Wells, Daniel",26y 107d,157 (78-2-77 50.32%),93 (0.59),←,
7,"Ziebell, Jack",20y 82d,32 (13-0-19 40.63%),6 (0.19),←,
Totals,Totals,24y 20d,1758 (835-23-900 47.50%),1089 (0.62),,
C,"Scott, Brad",35y 18d,30 (13-0-17 43.33%),,←,
