Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
3,"Brereton, Dermott",30y 358d,208 (147-3-58 71.39%),458 (2.20),12 (4-2-6 41.67%),24 (2.00)
26,"Brown, Gavin",27y 321d,159 (84-5-70 54.40%),132 (0.83),←,
5,"Buckley, Nathan",23y 17d,62 (23-2-37 38.71%),56 (0.90),42 (19-2-21 47.62%),35 (0.83)
17,"Burns, Scott",20y 232d,17 (7-1-9 44.12%),2 (0.12),←,
28,"Crosisca, Gavin",26y 331d,159 (91-5-63 58.81%),48 (0.30),←,
2,"Francis, Tony",26y 133d,99 (58-2-39 59.60%),64 (0.65),←,
8,"James, Brett",22y 240d,29 (13-1-15 46.55%),23 (0.79),←,
23,"Kelly, Craig",29y 57d,107 (61-3-43 58.41%),43 (0.40),←,
34,"McGuane, Mick",27y 226d,144 (83-3-58 58.68%),116 (0.81),←,
1,"Monkhorst, Damian",25y 356d,136 (80-4-52 60.29%),29 (0.21),←,
6,"Patterson, Stephen",24y 220d,16 (7-1-8 46.88%),17 (1.06),←,
4,"Pert, Gary",30y 76d,230 (118-0-112 51.30%),45 (0.20),67 (41-0-26 61.19%),3 (0.04)
13,"Richardson, Alan",30y 87d,106 (59-4-43 57.55%),10 (0.09),←,
16,"Richardson, Mark",22y 285d,28 (16-1-11 58.93%),37 (1.32),←,
36,"Rocca, Saverio",21y 265d,68 (36-2-30 54.41%),237 (3.49),←,
29,"Russell, Scott",25y 97d,121 (72-3-46 60.74%),77 (0.64),←,
39,"Schauble, Andrew",18y 268d,2 (1-0-1 50.00%),1 (0.50),←,
14,"Watson, Shane",21y 176d,70 (35-1-34 50.71%),45 (0.64),←,
27,"Wild, Jason",19y 183d,12 (5-2-5 50.00%),3 (0.25),←,
10,"Williams, Paul",22y 131d,89 (47-2-40 53.93%),102 (1.15),←,
19,"Wright, Graham",27y 67d,148 (93-4-51 64.19%),93 (0.63),←,
Totals,Totals,25y 5d,2010 (1136-49-825 56.52%),1638 (0.81),,
C,"Matthews, Leigh",43y 164d,221 (124-5-92 57.24%),,←,
