Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",24y 285d,55 (22-0-33 40.00%),19 (0.35),←,
35,"Birchall, Grant",18y 64d,1 (1-0-0 100.00%),,←,
39,"Campbell, Robert",23y 304d,33 (14-0-19 42.42%),1 (0.03),←,
25,"Clarke, Tim",24y,69 (28-0-41 40.58%),23 (0.33),←,
9,"Crawford, Shane",31y 205d,254 (120-2-132 47.64%),196 (0.77),←,
24,"Croad, Trent",26y 24d,165 (74-1-90 45.15%),162 (0.98),127 (54-1-72 42.91%),102 (0.80)
26,"Dawson, Zac",20y 39d,3 (1-0-2 33.33%),,←,
19,"Dixon, Ben",28y 292d,164 (79-1-84 48.48%),221 (1.35),←,
1,"Everitt, Peter",31y 334d,239 (90-2-147 38.08%),363 (1.52),59 (17-0-42 28.81%),63 (1.07)
18,"Guerra, Brent",23y 308d,97 (70-0-27 72.16%),83 (0.86),1 (1-0-0 100.00%),
15,"Hodge, Luke",21y 291d,67 (26-0-41 38.81%),42 (0.63),←,
8,"Jacobs, Danny",25y 281d,109 (61-1-47 56.42%),28 (0.26),28 (7-0-21 25.00%),5 (0.18)
4,"Ladson, Rick",22y 43d,31 (9-0-22 29.03%),17 (0.55),←,
3,"Lewis, Jordan",19y 343d,20 (6-0-14 30.00%),2 (0.10),←,
5,"Mitchell, Sam",23y 172d,65 (25-0-40 38.46%),13 (0.20),←,
7,"Osborne, Michael",23y 247d,59 (17-0-42 28.81%),14 (0.24),←,
2,"Roughead, Jarryd",19y 69d,17 (6-0-11 35.29%),7 (0.41),←,
12,"Sewell, Brad",22y 59d,19 (3-0-16 15.79%),,←,
11,"Smith, Joel",28y 334d,186 (83-1-102 44.89%),87 (0.47),128 (54-1-73 42.58%),36 (0.28)
21,"Vandenberg, Richard",29y 78d,122 (51-1-70 42.21%),53 (0.43),←,
6,"Williams, Mark",22y 354d,53 (15-0-38 28.30%),115 (2.17),←,
45,"Young, Clinton",20y 45d,8 (3-0-5 37.50%),4 (0.50),←,
Totals,Totals,24y 73d,1836 (804-9-1023 43.79%),1450 (0.79),,
C,"Clarkson, Alastair",37y 340d,23 (6-0-17 26.09%),,←,
