Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",21y 45d,27 (17-0-10 62.96%),18 (0.67),←,
18,"Cameron, Leon",26y 206d,156 (85-2-69 55.13%),62 (0.40),←,
12,"Cook, James",25y 79d,56 (35-0-21 62.50%),99 (1.77),31 (19-0-12 61.29%),64 (2.06)
26,"Cox, Simon",22y 61d,24 (12-0-12 50.00%),9 (0.38),←,
16,"Croft, Matthew",26y 29d,88 (51-2-35 59.09%),43 (0.49),←,
11,"Curley, Todd",26y 72d,56 (28-1-27 50.89%),31 (0.55),53 (26-1-26 50.00%),30 (0.57)
14,"Darcy, Luke",23y 258d,72 (38-1-33 53.47%),49 (0.68),←,
21,"Dent, Matthew",27y 69d,89 (32-0-57 35.96%),17 (0.19),42 (28-0-14 66.67%),8 (0.19)
28,"Dimattina, Paul",24y 125d,46 (28-0-18 60.87%),16 (0.35),←,
4,"Garlick, Simon",23y 351d,69 (41-0-28 59.42%),35 (0.51),25 (17-0-8 68.00%),8 (0.32)
3,"Grant, Chris",26y 104d,190 (101-3-86 53.95%),357 (1.88),←,
9,"Hudson, Paul",28y 250d,178 (107-0-71 60.11%),356 (2.00),44 (27-0-17 61.36%),92 (2.09)
6,"Johnson, Brad",22y 252d,101 (51-2-48 51.49%),77 (0.76),←,
39,"Liberatore, Tony",33y 44d,207 (110-3-94 53.86%),89 (0.43),←,
13,"Mahoney, Josh",21y 147d,20 (7-0-13 35.00%),8 (0.40),1 (1-0-0 100.00%),
23,"Martin, Michael",22y 30d,42 (24-1-17 58.33%),16 (0.38),←,
10,"Montgomery, Brett",25y 299d,38 (26-0-12 68.42%),40 (1.05),←,
5,"Smith, Rohan",25y 300d,124 (67-2-55 54.84%),96 (0.77),←,
8,"Southern, Daniel",24y 85d,80 (43-1-36 54.38%),22 (0.28),←,
7,"West, Scott",24y 133d,127 (67-1-59 53.15%),46 (0.36),←,
1,"Winmar, Nicky",33y 183d,231 (107-1-123 46.54%),284 (1.23),1 (1-0-0 100.00%),1 (1.00)
15,"Wynd, Scott",29y 61d,193 (99-3-91 52.07%),28 (0.15),←,
Totals,Totals,25y 228d,2214 (1176-23-1015 53.12%),1798 (0.81),,
C,"Wallace, Terry",40y 104d,59 (35-0-24 59.32%),,←,
