Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",23y 335d,54 (27-0-27 50.00%),27 (0.50),←,
10,"Boak, Travis",30y 353d,259 (123-1-135 47.68%),169 (0.65),←,
26,"Bonner, Riley",22y 135d,37 (22-0-15 59.46%),7 (0.19),←,
5,"Broadbent, Matthew",28y 353d,166 (74-1-91 44.88%),52 (0.31),←,
18,"Butters, Zak",18y 315d,16 (8-0-8 50.00%),11 (0.69),←,
33,"Byrne-Jones, Darcy",23y 303d,81 (42-0-39 51.85%),6 (0.07),←,
17,"Clurey, Tom",25y 119d,77 (44-0-33 57.14%),,←,
22,"Dixon, Charlie",28y 300d,131 (55-1-75 42.37%),205 (1.56),66 (36-0-30 54.55%),111 (1.68)
21,"Duursma, Xavier",19y 13d,16 (8-0-8 50.00%),8 (0.50),←,
9,"Gray, Robbie",31y 112d,213 (102-0-111 47.89%),308 (1.45),←,
46,"Gray, Sam",27y 169d,91 (50-0-41 54.95%),81 (0.89),←,
8,"Hartlett, Hamish",28y 340d,159 (74-1-84 46.86%),73 (0.46),←,
43,"Houston, Dan",22y 69d,55 (31-0-24 56.36%),6 (0.11),←,
32,"Howard, Dougal",23y 117d,44 (23-0-21 52.27%),12 (0.27),←,
42,"Jonas, Tom",28y 192d,134 (68-1-65 51.12%),1 (0.01),←,
29,"Lycett, Scott",26y 297d,91 (56-0-35 61.54%),51 (0.56),16 (8-0-8 50.00%),6 (0.38)
6,"Motlop, Steven",28y 130d,170 (108-2-60 64.12%),193 (1.14),35 (18-0-17 51.43%),18 (0.51)
2,"Powell-Pepper, Sam",21y 193d,53 (31-0-22 58.49%),30 (0.57),←,
11,"Rockliff, Tom",29y 148d,185 (63-0-122 34.05%),95 (0.51),31 (17-0-14 54.84%),8 (0.26)
20,"Rozee, Connor",19y 179d,17 (8-0-9 47.06%),20 (1.18),←,
50,"Sutcliffe, Cam",27y 58d,106 (59-1-46 56.13%),19 (0.18),2 (0-0-2 0.00%),1 (0.50)
39,"Westhoff, Justin",32y 292d,263 (125-1-137 47.72%),301 (1.14),←,
Totals,Totals,25y 322d,2418 (1201-9-1208 49.67%),1675 (0.69),,
C,"Hinkley, Ken",52y 293d,154 (85-0-69 55.19%),,←,
