Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
24,"Biggs, Shane",25y 317d,49 (32-0-17 65.31%),7 (0.14),43 (29-0-14 67.44%),7 (0.16)
4,"Bontempelli, Marcus",21y 206d,75 (43-0-32 57.33%),71 (0.95),←,
17,"Boyd, Tom",21y 300d,49 (28-0-21 57.14%),44 (0.90),40 (25-0-15 62.50%),36 (0.90)
12,"Cordy, Zaine",20y 234d,20 (13-0-7 65.00%),8 (0.40),←,
6,"Dahlhaus, Luke",24y 301d,127 (60-0-67 47.24%),100 (0.79),←,
31,"Dale, Bailey",20y 331d,20 (10-0-10 50.00%),10 (0.50),←,
35,"Daniel, Caleb",20y 346d,44 (28-0-16 63.64%),21 (0.48),←,
29,"Dickson, Tory",29y 265d,83 (41-0-42 49.40%),143 (1.72),←,
22,"Honeychurch, Mitch",22y 108d,17 (9-0-8 52.94%),11 (0.65),←,
7,"Hunter, Lachie",22y 187d,74 (40-0-34 54.05%),34 (0.46),←,
39,"Johannisen, Jason",24y 222d,76 (38-0-38 50.00%),23 (0.30),←,
46,"Jong, Lin",24y 14d,51 (24-0-27 47.06%),26 (0.51),←,
21,"Liberatore, Tom",25y 33d,107 (45-0-62 42.06%),35 (0.33),←,
11,"Macrae, Jack",22y 319d,89 (47-0-42 52.81%),21 (0.24),←,
16,"McLean, Toby",21y 138d,28 (19-0-9 67.86%),23 (0.82),←,
38,"Morris, Dale",34y 171d,234 (129-2-103 55.56%),3 (0.01),←,
42,"Picken, Liam",30y 321d,188 (94-0-94 50.00%),71 (0.38),←,
23,"Roughead, Jordan",26y 227d,116 (55-0-61 47.41%),25 (0.22),←,
9,"Stringer, Jake",23y 54d,83 (46-0-37 55.42%),156 (1.88),←,
1,"Suckling, Matt",28y 328d,131 (94-0-37 71.76%),63 (0.48),29 (19-0-10 65.52%),12 (0.41)
3,"Wallis, Mitch",24y 237d,97 (43-0-54 44.33%),43 (0.44),←,
10,"Wood, Easton",27y 287d,119 (64-0-55 53.78%),17 (0.14),←,
Totals,Totals,24y 291d,1877 (1002-2-873 53.38%),955 (0.51),,
C,"Beveridge, Luke",46y 299d,61 (39-0-22 63.93%),,←,
