Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, James",,,,,,,,,,,,,,,,,,,,,,,
22,"Blakey, Nick",9,4,4,13,,1.0,,2.0,3.0,5.0,,1.0,,1.0,,4.0,8.0,,,,2.0,,82.0
16,"Campbell, Braeden",10,5,2,12,,,,,4.0,,,4.0,,,,2.0,9.0,,,1.0,,,70.0
7,"Cunningham, Harry",9,3,4,13,,,,1.0,3.0,1.0,,1.0,1.0,,,3.0,8.0,,,1.0,,,87.0
34,"Dawson, Jordan",21,9,6,27,,1.0,,1.0,5.0,7.0,,3.0,1.0,1.0,,4.0,19.0,1.0,,4.0,,,80.0
13,"Florent, Oliver",19,9,10,29,,,,2.0,4.0,6.0,4.0,7.0,,3.0,,4.0,23.0,,,,,1.0,79.0
21,"Gulden, Errol",15,9,3,18,,1.0,,4.0,,6.0,,1.0,3.0,,,3.0,14.0,,1.0,1.0,,1.0,88.0
5,"Heeney, Isaac",9,3,2,11,2,2.0,,3.0,,3.0,,,2.0,,,4.0,9.0,1.0,1.0,1.0,,1.0,80.0
29,"Hewett, George",3,1,7,10,,,,1.0,1.0,,,,,,,2.0,8.0,,,,,,91.0
31,"Hickey, Tom",9,5,6,15,2,,16.0,1.0,,,3.0,3.0,,,1.0,7.0,8.0,,2.0,2.0,,,79.0
12,"Kennedy, Josh",11,5,16,27,,,,2.0,,7.0,7.0,3.0,,2.0,,15.0,13.0,,,,,1.0,69.0
44,"Lloyd, Jake",23,11,6,29,,,,1.0,8.0,2.0,,1.0,1.0,,,4.0,18.0,,,2.0,1.0,1.0,84.0
30,"McCartin, Tom",9,4,3,12,,,,1.0,3.0,,,3.0,1.0,1.0,,4.0,8.0,,,3.0,,,93.0
6,"McDonald, Logan",7,3,1,8,2,2.0,,1.0,,1.0,,,1.0,,,5.0,4.0,,2.0,2.0,,2.0,75.0
27,"McInerney, Justin",7,6,5,12,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,11.0,,,,,,69.0
41,"McLean, Hayden",5,4,3,8,1,,2.0,1.0,,1.0,,1.0,,,,5.0,4.0,1.0,1.0,5.0,,,92.0
14,"Mills, Callum",15,8,16,31,,,,2.0,2.0,4.0,8.0,3.0,2.0,,3.0,13.0,19.0,1.0,,2.0,,1.0,83.0
11,"Papley, Tom",12,3,5,17,4,1.0,,1.0,,4.0,1.0,1.0,2.0,,2.0,9.0,8.0,,,,,,90.0
26,"Parker, Luke",16,5,13,29,1,1.0,,3.0,,5.0,5.0,5.0,4.0,3.0,,15.0,16.0,,1.0,4.0,,1.0,71.0
24,"Rampe, Dane",8,4,5,13,,,,1.0,1.0,2.0,,2.0,3.0,1.0,,6.0,8.0,1.0,,3.0,,,89.0
20,"Reid, Sam",8,5,4,12,,1.0,8.0,2.0,,1.0,1.0,3.0,2.0,,,7.0,7.0,1.0,1.0,4.0,,1.0,75.0
1,"Warner, Chad",12,5,8,20,2,1.0,,5.0,1.0,4.0,2.0,2.0,,,,7.0,14.0,,1.0,,,,82.0
45,"Wicks, Sam",16,13,5,21,3,2.0,,3.0,,2.0,,4.0,1.0,2.0,,4.0,17.0,1.0,5.0,2.0,,2.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,253,124,134,387,17,15.0,26.0,39.0,36.0,62.0,31.0,50.0,25.0,15.0,6.0,129.0,253.0,7.0,15.0,37.0,3.0,12.0,
Opposition,Opposition,188,79,152,340,10,12.0,20.0,55.0,43.0,47.0,25.0,69.0,15.0,25.0,,122.0,216.0,9.0,10.0,47.0,11.0,6.0,
