Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",27,8,4.0,31,1.0,,,3.0,6.0,4.0,8.0,2.0,2.0,,,14.0,16,1.0,,3.0,2.0,,100.0
17,"Burns, Scott",4,4,5.0,9,,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,3.0,6,,,1.0,,,62.0
8,"Clement, James",11,5,6.0,17,,,,1.0,9.0,1.0,,1.0,2.0,,,7.0,9,,,4.0,,,100.0
34,"Cloke, Jason",3,3,4.0,7,,,3.0,,1.0,1.0,,,,,,4.0,3,,,3.0,,1.0,67.0
13,"Cole, Richard",9,1,5.0,14,,,,4.0,2.0,2.0,,4.0,1.0,1.0,,3.0,11,,,1.0,1.0,,95.0
1,"Davis, Leon",5,2,,5,1.0,,,1.0,,2.0,1.0,1.0,,1.0,,1.0,4,,,1.0,,,68.0
4,"Didak, Alan",12,5,2.0,14,2.0,4.0,,1.0,,3.0,2.0,1.0,1.0,,,6.0,7,2.0,2.0,,1.0,1.0,100.0
25,"Fraser, Josh",9,1,2.0,11,,,10.0,2.0,,1.0,3.0,1.0,4.0,,,7.0,3,,,,,2.0,100.0
6,"Holland, Brodie",8,3,5.0,13,,1.0,,2.0,1.0,4.0,3.0,4.0,,,,6.0,7,1.0,,2.0,,2.0,80.0
26,"Johnson, Ben",10,3,4.0,14,1.0,1.0,,,6.0,1.0,4.0,1.0,1.0,1.0,,4.0,10,,1.0,1.0,1.0,,100.0
18,"Licuria, Paul",16,11,10.0,26,,,,8.0,3.0,4.0,4.0,4.0,1.0,2.0,,9.0,17,,,3.0,,1.0,100.0
29,"Lokan, Matthew",4,3,2.0,6,,,,,2.0,,1.0,,1.0,,,3.0,3,,,1.0,2.0,,90.0
3,"Lonie, Ryan",7,3,2.0,9,,,,,4.0,1.0,,1.0,,1.0,,2.0,6,,,1.0,4.0,,86.0
12,"McKee, Steven",7,5,2.0,9,,,8.0,3.0,,2.0,1.0,6.0,2.0,3.0,,4.0,5,,,5.0,,,86.0
11,"OBree, Shane",3,3,,3,,,,1.0,1.0,1.0,,1.0,,1.0,,,3,,,3.0,,,48.0
35,"Prestigiacomo, Simon",4,3,4.0,8,,,,3.0,1.0,,,,1.0,,,5.0,3,,,12.0,,,100.0
22,"Shaw, Rhyce",8,2,4.0,12,,,,,1.0,,1.0,4.0,,,,6.0,6,,,2.0,,,70.0
20,"Tarrant, Chris",7,7,4.0,11,1.0,2.0,1.0,1.0,,4.0,,2.0,2.0,1.0,,6.0,5,2.0,1.0,,,,100.0
14,"Wakelin, Shane",7,5,3.0,10,,,,,3.0,,1.0,,2.0,,,6.0,5,,,8.0,,,99.0
38,"Walker, Tristen",1,1,,1,,,,1.0,,,,,,,,,1,,,,,,8.0
19,"Williams, Andrew",3,2,1.0,4,,,,1.0,,2.0,,,,,,2.0,3,,,,,,73.0
2,"Woewodin, Shane",13,6,6.0,19,2.0,1.0,,1.0,2.0,4.0,,4.0,,,,5.0,15,,1.0,,1.0,,70.0
Totals,Totals,178,86,75.0,253,8.0,9.0,22.0,34.0,43.0,38.0,31.0,40.0,21.0,12.0,,103.0,148,6.0,5.0,51.0,12.0,7.0,
Opposition,Opposition,211,113,111.0,322,14.0,13.0,39.0,48.0,29.0,54.0,39.0,44.0,12.0,21.0,6.0,117.0,204,13.0,20.0,50.0,7.0,9.0,
