Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
9,"Anthony, John",21y 140d,22 (13-0-9 59.09%),52 (2.36),←,
15,"Brown, Leigh",27y 105d,191 (84-1-106 44.24%),89 (0.47),10 (6-0-4 60.00%),5 (0.50)
16,"Brown, Nathan",20y 173d,34 (18-0-16 52.94%),6 (0.18),←,
18,"Clarke, Martin",21y 207d,45 (25-0-20 55.56%),16 (0.36),←,
32,"Cloke, Travis",22y 95d,86 (46-0-40 53.49%),103 (1.20),←,
12,"Cox, Shannon",23y 93d,23 (15-0-8 65.22%),5 (0.22),←,
1,"Davis, Leon",27y 356d,171 (85-0-86 49.71%),217 (1.27),←,
33,"Dick, Brad",20y 318d,11 (8-0-3 72.73%),14 (1.27),←,
4,"Didak, Alan",26y 113d,144 (80-0-64 55.56%),204 (1.42),←,
25,"Fraser, Josh",27y 154d,184 (99-0-85 53.80%),145 (0.79),←,
24,"Lockyer, Tarkyn",29y 221d,202 (98-0-104 48.51%),129 (0.64),←,
8,"Lumumba, Heritier",22y 205d,71 (40-0-31 56.34%),3 (0.04),←,
5,"Maxwell, Nick",26y 5d,104 (56-0-48 53.85%),26 (0.25),←,
11,"OBree, Shane",30y 85d,226 (113-0-113 50.00%),80 (0.35),207 (104-0-103 50.24%),77 (0.37)
10,"Pendlebury, Scott",21y 152d,66 (36-0-30 54.55%),39 (0.59),←,
35,"Prestigiacomo, Simon",31y 128d,206 (89-0-117 43.20%),3 (0.01),←,
39,"Shaw, Heath",23y 193d,78 (42-0-36 53.85%),19 (0.24),←,
22,"Sidebottom, Steele",18y 157d,5 (3-0-2 60.00%),3 (0.60),←,
36,"Swan, Dane",25y 103d,111 (58-0-53 52.25%),65 (0.59),←,
13,"Thomas, Dale",21y 352d,71 (40-0-31 56.34%),55 (0.77),←,
34,"Toovey, Alan",22y 77d,27 (16-0-11 59.26%),4 (0.15),←,
21,"Wellingham, Sharrod",20y 336d,18 (11-0-7 61.11%),7 (0.39),←,
Totals,Totals,24y 72d,2096 (1075-1-1020 51.29%),1284 (0.61),,
C,"Malthouse, Mick",55y 295d,599 (334-4-261 56.09%),,221 (111-0-110 50.23%),
