St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Baker, Steven",5,6,4,9,,,,1.0,1.0,,,2.0,1.0,2.0,,1.0,10.0,,,1.0,2.0,,
21,"Beetham, Caydn",8,1,7,15,,,,2.0,3.0,2.0,1.0,4.0,1.0,,,7.0,9.0,,,,1.0,,
22,"Begley, James",8,5,7,15,,,,1.0,3.0,1.0,2.0,3.0,,2.0,,3.0,12.0,,,1.0,,,
6,"Black, Heath",11,5,6,17,,,,,5.0,1.0,,,,,,3.0,12.0,,,1.0,,,
11,"Callaghan, Craig",14,6,4,18,,,,1.0,6.0,3.0,2.0,3.0,1.0,,,4.0,13.0,,,3.0,,,
16,"Capuano, Mathew",4,3,4,8,,,7.0,,1.0,,1.0,2.0,,,,3.0,5.0,,,,,,
20,"Clarke, Xavier",1,3,5,6,,,,,,1.0,,,1.0,,,2.0,5.0,,,,1.0,,
26,"Dal Santo, Nick",8,4,7,15,,,,2.0,2.0,,4.0,3.0,,1.0,,8.0,6.0,,,1.0,,,
2,"Hamill, Aaron",9,8,3,12,,1.0,,1.0,1.0,2.0,,5.0,,4.0,,4.0,9.0,2.0,2.0,2.0,,,
7,"Hayes, Lenny",12,4,3,15,1,1.0,,3.0,1.0,4.0,,3.0,,2.0,,5.0,11.0,1.0,1.0,3.0,,,
8,"Hudghton, Max",5,3,7,12,1,,,1.0,2.0,,,,1.0,,,3.0,9.0,,,8.0,,,
33,"Knobel, Trent",9,5,1,10,,,13.0,,1.0,1.0,4.0,3.0,2.0,,,4.0,6.0,2.0,,2.0,,,
15,"Lawrence, Steven",15,7,6,21,,1.0,,5.0,2.0,4.0,2.0,2.0,2.0,2.0,,8.0,13.0,1.0,,3.0,,,
31,"Maguire, Matt",1,2,2,3,,,,,,,,3.0,1.0,2.0,,2.0,3.0,,,1.0,,,
44,"Milne, Stephen",11,3,2,13,1,,,,1.0,1.0,2.0,2.0,2.0,2.0,,9.0,6.0,2.0,1.0,,2.0,,
28,"Montagna, Leigh",3,3,1,4,,,,2.0,1.0,,,,,,,,3.0,,,1.0,,,
25,"Oliver, Chris",1,1,,1,,,,,,1.0,,,1.0,,,2.0,,1.0,,4.0,,,
12,"Riewoldt, Nick",10,7,5,15,,,5.0,3.0,3.0,1.0,,2.0,,1.0,,4.0,11.0,2.0,,2.0,,,
40,"Schwarze, Troy",6,4,3,9,,1.0,,1.0,,1.0,,1.0,,,,2.0,5.0,1.0,,3.0,,,
4,"Thompson, Andrew",12,9,11,23,,1.0,,3.0,,2.0,,5.0,1.0,3.0,,8.0,17.0,2.0,,,1.0,,
13,"Voss, Brett",4,3,6,10,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,6.0,3.0,,,1.0,,,
30,"Wulf, Daniel",9,5,2,11,,,,,4.0,,,2.0,,1.0,,3.0,9.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,97,96,262,3,10.0,25.0,27.0,38.0,26.0,18.0,47.0,15.0,23.0,,91.0,177.0,14.0,4.0,39.0,7.0,,
Opposition,Opposition,230,125,105,335,16,15.0,23.0,38.0,21.0,59.0,34.0,34.0,23.0,15.0,6.0,107.0,229.0,16.0,17.0,42.0,8.0,,
