Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
9,"AhMat, Robert",23y 256d,61 (33-0-28 54.10%),59 (0.97),36 (21-0-15 58.33%),37 (1.03)
27,"Ball, Jason",28y 131d,113 (68-0-45 60.18%),126 (1.12),10 (5-0-5 50.00%),12 (1.20)
21,"Barry, Leo",23y 317d,67 (36-0-31 53.73%),49 (0.73),←,
24,"Bolton, Jude",21y 17d,26 (11-0-15 42.31%),19 (0.73),←,
8,"Cresswell, Daryn",29y 314d,186 (78-1-107 42.20%),158 (0.85),←,
28,"Crouch, Jared",23y 27d,64 (32-0-32 50.00%),11 (0.17),←,
15,"Doyle, Stephen",19y 262d,3 (3-0-0 100.00%),,←,
6,"Dunkley, Andrew",32y 276d,178 (75-2-101 42.70%),10 (0.06),←,
12,"Fosdike, Nic",21y 34d,31 (15-0-16 48.39%),17 (0.55),←,
37,"Goodes, Adam",21y 83d,43 (20-0-23 46.51%),62 (1.44),←,
31,"Kirk, Brett",24y 158d,13 (5-0-8 38.46%),7 (0.54),←,
34,"Luff, Troy",31y 130d,143 (66-2-75 46.85%),84 (0.59),←,
4,"Mathews, Ben",22y 123d,44 (22-0-22 50.00%),7 (0.16),←,
11,"Maxfield, Stuart",28y 357d,204 (102-2-100 50.49%),120 (0.59),115 (67-1-47 58.70%),55 (0.48)
13,"McPherson, Daniel",25y 270d,72 (42-1-29 59.03%),17 (0.24),←,
19,"OLoughlin, Michael",24y 40d,124 (69-1-54 56.05%),180 (1.45),←,
22,"Saddington, Jason",21y 160d,67 (35-0-32 52.24%),24 (0.36),←,
25,"Schauble, Andrew",24y 135d,102 (38-0-64 37.25%),17 (0.17),23 (11-0-12 47.83%),6 (0.26)
2,"Schwass, Wayne",32y 125d,252 (137-0-115 54.37%),141 (0.56),68 (36-0-32 52.94%),44 (0.65)
1,"Stafford, Greg",26y 217d,111 (52-1-58 47.30%),39 (0.35),←,
33,"Warfe, Rowan",24y 282d,87 (35-0-52 40.23%),5 (0.06),61 (34-0-27 55.74%),4 (0.07)
10,"Williams, Paul",27y 363d,190 (82-2-106 43.68%),224 (1.18),1 (1-0-0 100.00%),1 (1.00)
Totals,Totals,25y 152d,2181 (1056-12-1113 48.42%),1376 (0.63),,
C,"Eade, Rodney",42y 362d,118 (67-1-50 57.20%),,←,
