Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",22y 153d,20 (10-0-10 50.00%),1 (0.05),←,
26,"Bickley, Mark",29y 278d,174 (88-0-86 50.57%),56 (0.32),←,
24,"Burton, Brett",21y 5d,7 (4-0-3 57.14%),6 (0.86),←,
44,"Caven, Peter",28y 358d,127 (60-0-67 47.24%),53 (0.42),70 (39-0-31 55.71%),32 (0.46)
14,"Connell, Matthew",26y 279d,78 (35-0-43 44.87%),24 (0.31),75 (33-0-42 44.00%),24 (0.32)
33,"Eccles, Andrew",19y 342d,25 (16-0-9 64.00%),16 (0.64),←,
9,"Edwards, Tyson",22y 276d,68 (37-0-31 54.41%),30 (0.44),←,
38,"Gallagher, David",18y 277d,7 (4-0-3 57.14%),2 (0.29),←,
37,"Golding, Matthew",18y 130d,3 (2-0-1 66.67%),,←,
36,"Goodwin, Simon",22y 134d,35 (25-0-10 71.43%),12 (0.34),←,
34,"Hart, Ben",24y 304d,165 (85-1-79 51.82%),32 (0.19),←,
11,"James, Brett",26y 145d,89 (47-1-41 53.37%),45 (0.51),47 (30-0-17 63.83%),19 (0.40)
3,"Jarman, Darren",32y 101d,182 (108-0-74 59.34%),271 (1.49),73 (43-0-30 58.90%),149 (2.04)
28,"Johnson, Kane",21y 55d,43 (24-0-19 55.81%),11 (0.26),←,
5,"Koster, Kym",26y 97d,103 (62-1-40 60.68%),37 (0.36),65 (42-0-23 64.62%),24 (0.37)
23,"McLeod, Andrew",22y 278d,86 (47-0-39 54.65%),84 (0.98),←,
15,"Pittman, David",30y 75d,123 (62-1-60 50.81%),32 (0.26),←,
32,"Ricciuto, Mark",23y 335d,135 (66-1-68 49.26%),89 (0.66),←,
10,"Robran, Matthew",28y 51d,92 (54-0-38 58.70%),92 (1.00),85 (50-0-35 58.82%),87 (1.02)
7,"Smart, Nigel",29y 353d,173 (87-1-85 50.58%),86 (0.50),←,
19,"Stevens, Mark",23y 196d,48 (33-0-15 68.75%),38 (0.79),27 (17-0-10 62.96%),18 (0.67)
29,"Thiessen, James",25y 88d,38 (19-0-19 50.00%),15 (0.39),31 (19-0-12 61.29%),12 (0.39)
Totals,Totals,24y 296d,1821 (975-6-840 53.54%),1032 (0.57),,
C,"Blight, Malcolm",49y 82d,220 (132-0-88 60.00%),,59 (37-0-22 62.71%),
