Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",28y 173d,125 (70-2-53 56.80%),9 (0.07),←,
48,"Baker, Liam",21y 203d,18 (14-0-4 77.78%),9 (0.50),←,
29,"Bolton, Shai",20y 253d,24 (18-0-6 75.00%),17 (0.71),←,
35,"Broad, Nathan",26y 125d,50 (40-0-10 80.00%),1 (0.02),←,
22,"Caddy, Josh",26y 324d,153 (95-1-57 62.42%),158 (1.03),58 (43-0-15 74.14%),82 (1.41)
11,"Castagna, Jason",23y 37d,72 (50-0-22 69.44%),77 (1.07),←,
41,"Chol, Mabior",22y 201d,10 (8-0-2 80.00%),9 (0.90),←,
10,"Edwards, Shane",30y 297d,251 (128-5-118 51.99%),160 (0.64),←,
5,"Ellis, Brandon",26y 15d,172 (105-1-66 61.34%),57 (0.33),←,
34,"Graham, Jack",21y 174d,36 (29-0-7 80.56%),19 (0.53),←,
2,"Grimes, Dylan",28y 33d,147 (94-0-53 63.95%),3 (0.02),←,
14,"Houli, Bachar",31y 98d,203 (111-3-89 55.42%),42 (0.21),177 (101-2-74 57.63%),33 (0.19)
23,"Lambert, Kane",27y 265d,91 (62-0-29 68.13%),57 (0.63),←,
19,"Lynch, Tom",26y 291d,152 (52-1-99 34.54%),307 (2.02),21 (15-0-6 71.43%),53 (2.52)
4,"Martin, Dustin",28y 53d,220 (122-2-96 55.91%),236 (1.07),←,
3,"Prestia, Dion",26y 310d,151 (69-0-82 45.70%),49 (0.32),56 (43-0-13 76.79%),19 (0.34)
8,"Riewoldt, Jack",30y 291d,258 (132-4-122 51.94%),619 (2.40),←,
17,"Rioli, Daniel",22y 124d,73 (47-0-26 64.38%),64 (0.88),←,
27,"Ross, Jack",18y 349d,7 (6-0-1 85.71%),1 (0.14),←,
15,"Short, Jayden",23y 206d,67 (44-0-23 65.67%),20 (0.30),←,
47,"Soldo, Ivan",23y 126d,18 (13-0-5 72.22%),6 (0.33),←,
1,"Vlastuin, Nick",25y 121d,137 (87-0-50 63.50%),26 (0.19),←,
Totals,Totals,25y 185d,2435 (1396-19-1020 57.33%),1946 (0.80),,
C,"Hardwick, Damien",47y,227 (126-2-99 55.95%),,←,
