Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",28y 257d,222 (155-2-65 70.27%),147 (0.66),←,
35,"Chapman, Paul",30y 286d,240 (157-2-81 65.83%),319 (1.33),←,
11,"Corey, Joel",30y 182d,251 (164-2-85 65.74%),72 (0.29),←,
22,"Duncan, Mitch",21y 68d,48 (38-0-10 79.17%),47 (0.98),←,
44,"Enright, Corey",30y 338d,241 (157-2-82 65.56%),53 (0.22),←,
26,"Hawkins, Tom",24y 27d,98 (78-0-20 79.59%),161 (1.64),←,
8,"Hunt, Josh",30y 156d,183 (125-1-57 68.58%),23 (0.13),←,
19,"Hunt, Taylor",21y 286d,39 (30-0-9 76.92%),10 (0.26),←,
20,"Johnson, Steve",29y 44d,194 (138-2-54 71.65%),381 (1.96),←,
9,"Kelly, James",28y 232d,210 (142-1-67 67.86%),77 (0.37),←,
13,"Lonergan, Tom",28y 92d,94 (70-1-23 75.00%),46 (0.49),←,
4,"Mackie, Andrew",28y 10d,170 (131-0-39 77.06%),77 (0.45),←,
32,"Motlop, Steven",21y 158d,24 (15-0-9 62.50%),27 (1.13),←,
21,"Murdoch, Jordan",20y 147d,5 (4-0-1 80.00%),4 (0.80),←,
31,"Podsiadly, James",30y 342d,57 (42-0-15 73.68%),132 (2.32),←,
30,"Scarlett, Matthew",33y 73d,282 (184-2-96 65.60%),17 (0.06),←,
14,"Selwood, Joel",24y 83d,133 (110-0-23 82.71%),60 (0.45),←,
46,"Simpkin, Jonathan",24y 294d,3 (2-0-1 66.67%),1 (0.33),←,
27,"Stokes, Mathew",27y 269d,128 (102-0-26 79.69%),178 (1.39),←,
7,"Taylor, Harry",26y 66d,109 (87-0-22 79.82%),20 (0.18),←,
42,"Walker, Josh",19y 279d,6 (4-0-2 66.67%),3 (0.50),←,
12,"West, Trent",24y 305d,38 (29-0-9 76.32%),17 (0.45),←,
Totals,Totals,26y 231d,2775 (1964-15-796 70.77%),1872 (0.67),,
C,"Scott, Chris",36y 106d,45 (35-0-10 77.78%),,←,
