Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
24,"Amiss, Jye",21y 354d,65 (35-1-29 54.62%),103 (1.58),←,
41,"Banfield, Bailey",27y 144d,112 (57-2-53 51.79%),66 (0.59),←,
15,"Bolton, Shai",26y 224d,152 (80-4-68 53.95%),187 (1.23),17 (12-0-5 70.59%),22 (1.29)
8,"Brayshaw, Andrew",25y 254d,164 (80-2-82 49.39%),56 (0.34),←,
5,"Chapman, Heath",23y 170d,59 (36-2-21 62.71%),2 (0.03),←,
6,"Clark, Jordan",24y 277d,120 (71-2-47 60.00%),24 (0.20),88 (50-2-36 57.95%),9 (0.10)
36,"Cox, Brennan",26y 341d,129 (62-1-66 48.45%),32 (0.25),←,
4,"Darcy, Sean",27y 38d,121 (59-2-60 49.59%),49 (0.40),←,
32,"Frederick, Michael",25y 64d,96 (57-1-38 59.90%),108 (1.13),←,
9,"Jackson, Luke",23y 294d,113 (69-2-42 61.95%),87 (0.77),61 (32-1-28 53.28%),57 (0.93)
44,"Johnson, Matthew",22y 126d,55 (28-1-26 51.82%),9 (0.16),←,
21,"McDonald, Oscar",29y 124d,92 (50-0-42 54.35%),6 (0.07),6 (5-0-1 83.33%),3 (0.50)
30,"ODriscoll, Nathan",23y 64d,33 (21-0-12 63.64%),15 (0.45),←,
2,"OMeara, Jaeger",31y 147d,194 (87-3-104 45.62%),87 (0.45),51 (24-1-26 48.04%),17 (0.33)
16,"Reid, Murphy",18y 355d,18 (12-0-6 66.67%),18 (1.00),←,
13,"Ryan, Luke",29y 164d,173 (85-2-86 49.71%),3 (0.02),←,
3,"Serong, Caleb",24y 161d,121 (65-2-54 54.55%),36 (0.30),←,
39,"Switkowski, Sam",28y 242d,100 (52-1-47 52.50%),64 (0.64),←,
35,"Treacy, Josh",22y 350d,74 (44-1-29 60.14%),106 (1.43),←,
20,"Voss, Patrick",22y 21d,21 (13-0-8 61.90%),29 (1.38),←,
34,"Wagner, Corey",28y 119d,55 (22-1-32 40.91%),9 (0.16),36 (20-1-15 56.94%),3 (0.08)
23,"Worner, Karl",23y 34d,25 (16-0-9 64.00%),,←,
26,"Young, Hayden",24y 100d,85 (44-2-39 52.94%),19 (0.22),←,
Totals,Totals,25y 102d,2177 (1145-32-1000 52.60%),1115 (0.51),,
C,"Longmuir, Justin",44y 180d,125 (65-2-58 52.80%),,←,
