Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",27y 364d,122 (74-1-47 61.07%),40 (0.33),←,
37,"Bassett, Adrian",23y 40d,4 (1-0-3 25.00%),1 (0.25),←,
8,"Blackwell, Wayne",29y 233d,103 (60-0-43 58.25%),79 (0.77),←,
21,"Bradley, Craig",26y 179d,97 (62-1-34 64.43%),77 (0.79),←,
3,"Dennis, Richard",23y 263d,47 (33-0-14 70.21%),33 (0.70),←,
24,"Dunlop, Jamie",24y 105d,14 (9-0-5 64.29%),1 (0.07),←,
32,"Glascott, David",28y 358d,159 (104-1-54 65.72%),76 (0.48),←,
12,"Gleeson, Adrian",22y 355d,74 (47-1-26 64.19%),78 (1.05),←,
13,"Hanna, Mil",24y 15d,49 (25-1-23 52.04%),16 (0.33),←,
25,"Herman, Ian",24y 191d,41 (23-1-17 57.32%),33 (0.80),←,
28,"Kernahan, David",24y 283d,11 (5-0-6 45.45%),7 (0.64),←,
4,"Kernahan, Stephen",26y 231d,98 (62-1-35 63.78%),256 (2.61),←,
33,"Majerczak, Mark",22y,8 (4-0-4 50.00%),11 (1.38),←,
45,"McKenzie, Warren",25y 263d,61 (38-1-22 63.11%),41 (0.67),←,
47,"McKinnon, Andrew",21y 266d,10 (4-0-6 40.00%),4 (0.40),←,
23,"Meldrum, Paul",29y 219d,131 (86-1-44 66.03%),130 (0.99),←,
19,"Phillips, Andrew",20y 83d,13 (6-1-6 50.00%),8 (0.62),←,
26,"Rhys-Jones, David",27y 308d,170 (97-0-73 57.06%),95 (0.56),94 (59-0-35 62.77%),56 (0.60)
1,"Silvagni, Stephen",22y 324d,79 (52-0-27 65.82%),54 (0.68),←,
15,"Verbeek, Simon",23y 22d,19 (8-1-10 44.74%),26 (1.37),←,
Totals,Totals,25y 4d,1310 (800-11-499 61.07%),1066 (0.81),,
C,"Jesaulenko, Alex",44y 261d,122 (56-3-63 47.13%),,58 (43-1-14 75.00%),
