Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
49,"Betheras, Rupert",23y 145d,2 (0-0-2 0.00%),,←,
26,"Brown, Gavin",31y 204d,224 (107-5-112 48.88%),154 (0.69),←,
28,"Crosisca, Gavin",30y 214d,228 (118-5-105 52.85%),62 (0.27),←,
19,"Davis, Nick",19y 18d,4 (0-0-4 0.00%),1 (0.25),←,
9,"Freeborn, Glenn",26y 70d,59 (38-0-21 64.41%),28 (0.47),4 (0-0-4 0.00%),1 (0.25)
7,"Gardiner, Michael",21y 26d,4 (0-0-4 0.00%),1 (0.25),←,
40,"King, Clinton",21y 24d,19 (7-0-12 36.84%),10 (0.53),10 (2-0-8 20.00%),6 (0.60)
33,"Lane, Tyson",22y 235d,23 (9-0-14 39.13%),26 (1.13),4 (0-0-4 0.00%),7 (1.75)
27,"McDonald, Alex",29y 63d,107 (50-0-57 46.73%),44 (0.41),61 (24-0-37 39.34%),20 (0.33)
1,"Monkhorst, Damian",29y 239d,194 (104-4-86 54.64%),45 (0.23),←,
2,"Orchard, Mark",23y 15d,57 (29-1-27 51.75%),10 (0.18),16 (5-1-10 34.38%),5 (0.31)
6,"Patterson, Stephen",28y 103d,81 (32-1-48 40.12%),73 (0.90),←,
35,"Prestigiacomo, Simon",21y 76d,30 (10-0-20 33.33%),2 (0.07),←,
3,"Richardson, Mark",26y 168d,88 (39-1-48 44.89%),63 (0.72),←,
23,"Rocca, Anthony",21y 245d,60 (26-0-34 43.33%),65 (1.08),38 (15-0-23 39.47%),54 (1.42)
36,"Rocca, Saverio",25y 148d,136 (62-2-72 46.32%),462 (3.40),←,
12,"Schauble, Andrew",22y 151d,69 (25-0-44 36.23%),10 (0.14),←,
44,"Scotland, Heath",18y 270d,2 (0-0-2 0.00%),,←,
16,"Wasley, James",19y 272d,9 (0-0-9 0.00%),1 (0.11),←,
14,"Watson, Shane",25y 59d,132 (59-1-72 45.08%),99 (0.75),←,
22,"Wild, Jason",23y 66d,66 (27-2-37 42.42%),21 (0.32),←,
10,"Williams, Paul",26y 14d,155 (72-2-81 47.10%),184 (1.19),←,
Totals,Totals,24y 128d,1749 (814-24-911 46.54%),1361 (0.78),,
C,"Shaw, Tony",38y 268d,70 (26-0-44 37.14%),,←,
