Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
42,"Bennett, Gerrard",23y 32d,26 (11-1-14 44.23%),9 (0.35),←,
8,"Cresswell, Daryn",30y 354d,210 (90-2-118 43.33%),175 (0.83),←,
28,"Crouch, Jared",24y 67d,93 (46-1-46 50.00%),17 (0.18),←,
15,"Doyle, Stephen",20y 302d,11 (6-1-4 59.09%),3 (0.27),←,
6,"Dunkley, Andrew",33y 316d,203 (87-3-113 43.60%),11 (0.05),←,
9,"Fixter, Ben",20y 322d,9 (5-0-4 55.56%),2 (0.22),←,
12,"Fosdike, Nic",22y 74d,54 (25-1-28 47.22%),26 (0.48),←,
37,"Goodes, Adam",22y 123d,72 (34-1-37 47.92%),98 (1.36),←,
1,"Hall, Barry",25y 92d,95 (37-2-56 40.00%),169 (1.78),7 (3-1-3 50.00%),25 (3.57)
14,"Kelly, Paul",32y 287d,223 (86-4-133 39.46%),189 (0.85),←,
17,"Kennelly, Tadhg",20y 314d,14 (8-0-6 57.14%),3 (0.21),←,
31,"Kirk, Brett",25y 198d,38 (17-1-20 46.05%),22 (0.58),←,
4,"Mathews, Ben",23y 163d,73 (36-1-36 50.00%),12 (0.16),←,
11,"Maxfield, Stuart",30y 32d,233 (116-3-114 50.43%),131 (0.56),144 (81-2-61 56.94%),66 (0.46)
13,"McPherson, Daniel",26y 310d,100 (56-2-42 57.00%),31 (0.31),←,
38,"Mott, Ricky",21y 20d,7 (3-1-3 50.00%),,←,
19,"OLoughlin, Michael",25y 80d,153 (83-2-68 54.90%),220 (1.44),←,
22,"Saddington, Jason",22y 200d,96 (49-1-46 51.56%),28 (0.29),←,
25,"Schauble, Andrew",25y 175d,120 (46-0-74 38.33%),27 (0.22),41 (19-0-22 46.34%),16 (0.39)
2,"Schwass, Wayne",33y 165d,278 (149-1-128 53.78%),153 (0.55),94 (48-1-45 51.60%),56 (0.60)
7,"Seymour, Brad",26y 8d,123 (65-2-56 53.66%),9 (0.07),←,
10,"Williams, Paul",29y 38d,216 (94-3-119 44.21%),251 (1.16),27 (13-1-13 50.00%),28 (1.04)
Totals,Totals,25y 267d,2447 (1149-33-1265 46.96%),1586 (0.65),,
C,"Eade, Rodney",44y 37d,147 (81-2-64 55.78%),,←,
