North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",24y 113d,61 (31-1-29 51.64%),50 (0.82),←,
4,"Anthony, Liam",24y 323d,43 (19-1-23 45.35%),23 (0.53),←,
18,"Atley, Shaun",19y 319d,33 (17-0-16 51.52%),5 (0.15),←,
3,"Bastinac, Ryan",21y 36d,51 (28-0-23 54.90%),21 (0.41),←,
33,"Campbell, Matt",25y 189d,76 (41-1-34 54.61%),73 (0.96),←,
10,"Cunnington, Ben",21y 28d,48 (24-0-24 50.00%),14 (0.29),←,
11,"Firrito, Michael",28y 244d,187 (92-2-93 49.73%),28 (0.15),←,
43,"Gibson, Sam",26y 62d,7 (6-0-1 85.71%),,←,
22,"Goldstein, Todd",24y 27d,73 (37-1-35 51.37%),36 (0.49),←,
17,"Grima, Nathan",26y 358d,52 (28-1-23 54.81%),,←,
6,"Hansen, Lachlan",23y 346d,73 (35-1-37 48.63%),59 (0.81),←,
23,"Harper, Kieran",20y 43d,31 (18-0-13 58.06%),30 (0.97),←,
29,"Harvey, Brent",34y 75d,340 (183-3-154 54.26%),400 (1.18),←,
34,"Macmillan, Jamie",20y 309d,30 (18-0-12 60.00%),13 (0.43),←,
42,"McMahon, Scott",26y 56d,100 (51-1-48 51.50%),27 (0.27),←,
20,"Petrie, Drew",29y 287d,216 (103-3-110 48.38%),250 (1.16),←,
9,"Swallow, Andrew",25y 56d,123 (57-1-65 46.75%),64 (0.52),←,
25,"Tarrant, Robbie",23y 94d,19 (9-0-10 47.37%),15 (0.79),←,
12,"Thomas, Lindsay",24y 151d,106 (49-2-55 47.17%),143 (1.35),←,
16,"Thompson, Scott",26y 80d,87 (37-2-48 43.68%),3 (0.03),←,
8,"Wells, Daniel",27y 176d,187 (95-2-90 51.34%),113 (0.60),←,
19,"Wright, Sam",22y 13d,48 (24-0-24 50.00%),44 (0.92),←,
Totals,Totals,24y 303d,1991 (1002-22-967 50.33%),1411 (0.71),,
C,"Scott, Brad",36y 86d,61 (31-0-30 50.82%),,←,
