Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",29y 179d,179 (92-1-86 51.68%),13 (0.07),←,
41,"Butts, Jordon",22y 79d,25 (8-0-17 32.00%),,←,
5,"Crouch, Matt",26y 333d,126 (69-1-56 55.16%),28 (0.22),←,
12,"Dawson, Jordan",24y 345d,65 (30-0-35 46.15%),35 (0.54),1 (0-0-1 0.00%),1 (1.00)
39,"Doedee, Tom",25y 19d,52 (18-0-34 34.62%),3 (0.06),←,
32,"Fogarty, Darcy",22y 176d,42 (13-0-29 30.95%),52 (1.24),←,
34,"Himmelberg, Elliott",23y 289d,28 (9-0-19 32.14%),26 (0.93),←,
20,"Hinge, Mitch",23y 267d,5 (3-0-2 60.00%),1 (0.20),2 (1-0-1 50.00%),
1,"Jones, Chayce",22y 65d,39 (8-0-31 20.51%),10 (0.26),←,
2,"Keays, Ben",25y 25d,69 (16-0-53 23.19%),26 (0.38),39 (10-0-29 25.64%),15 (0.38)
25,"McHenry, Ned",21y 250d,30 (7-0-23 23.33%),11 (0.37),←,
36,"McPherson, Andrew",22y 273d,28 (8-0-20 28.57%),,←,
30,"Milera, Wayne",24y 187d,63 (35-1-27 56.35%),21 (0.33),←,
28,"Murray, Nick",21y 92d,14 (2-0-12 14.29%),1 (0.07),←,
43,"OBrien, Reilly",26y 212d,58 (20-0-38 34.48%),5 (0.09),←,
8,"Rachele, Josh",18y 343d,1 (0-0-1 0.00%),5 (5.00),←,
31,"Rowe, James",22y 184d,20 (6-0-14 30.00%),17 (0.85),←,
26,"Schoenberg, Harry",21y 27d,31 (10-0-21 32.26%),13 (0.42),←,
38,"Sholl, Lachlan",22y 13d,28 (9-0-19 32.14%),5 (0.18),←,
9,"Sloane, Rory",32y 3d,230 (123-1-106 53.70%),130 (0.57),←,
33,"Smith, Brodie",30y 65d,205 (109-1-95 53.41%),65 (0.32),←,
14,"Soligo, Jake",19y 54d,1 (0-0-1 0.00%),,←,
7,"Thilthorpe, Riley",19y 256d,15 (3-0-12 20.00%),19 (1.27),←,
Totals,Totals,23y 305d,1354 (598-5-751 44.17%),486 (0.36),,
C,"Nicks, Matthew",46y 311d,40 (10-0-30 25.00%),,←,
