Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",17,8,10,27,1,,,10.0,3.0,7.0,8.0,3.0,2.0,,2.0,11.0,15.0,1.0,1.0,,,,79.0
31,"Fritsch, Bayley",15,9,6,21,,2.0,,1.0,2.0,3.0,1.0,3.0,,,,7.0,15.0,1.0,1.0,1.0,,,84.0
17,"Frost, Sam",8,5,8,16,,,,3.0,5.0,,1.0,1.0,1.0,1.0,,10.0,7.0,2.0,,2.0,,,84.0
36,"Garlett, Jeff",16,6,5,21,2,3.0,,4.0,,3.0,1.0,1.0,1.0,,,7.0,15.0,,3.0,,,2.0,81.0
11,"Gawn, Max",10,6,8,18,,,30.0,4.0,2.0,5.0,2.0,3.0,1.0,,,8.0,10.0,1.0,,3.0,,,84.0
4,"Harmes, James",13,3,12,25,3,,,5.0,,4.0,5.0,4.0,2.0,2.0,1.0,10.0,16.0,,,,1.0,,81.0
1,"Hogan, Jesse",15,10,7,22,4,1.0,,1.0,1.0,4.0,,2.0,,,,9.0,13.0,2.0,6.0,2.0,,2.0,89.0
39,"Jetta, Neville",12,7,2,14,,,,2.0,1.0,,,2.0,1.0,,,4.0,10.0,1.0,,3.0,1.0,,84.0
2,"Jones, Nathan",15,5,9,24,2,,,3.0,2.0,7.0,3.0,7.0,1.0,6.0,,10.0,15.0,1.0,1.0,,,1.0,83.0
24,"Kennedy Harris, Jay",5,3,9,14,,,,4.0,,3.0,,2.0,,,,7.0,8.0,,,,,1.0,76.0
6,"Lewis, Jordan",11,3,7,18,,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,6.0,10.0,,,4.0,,,87.0
28,"McDonald, Oscar",8,5,5,13,,,,2.0,3.0,1.0,,1.0,1.0,,,3.0,10.0,,,1.0,,,90.0
25,"McDonald, Tom",11,11,6,17,,3.0,7.0,2.0,1.0,2.0,,3.0,1.0,,,6.0,12.0,2.0,3.0,2.0,,,81.0
30,"Neal-Bullen, Alex",15,4,7,22,2,,,2.0,1.0,5.0,,7.0,2.0,1.0,,8.0,15.0,,2.0,,,1.0,77.0
13,"Oliver, Clayton",17,11,14,31,2,2.0,,7.0,4.0,3.0,4.0,4.0,,,3.0,14.0,16.0,1.0,6.0,,,1.0,90.0
5,"Petracca, Christian",12,6,8,20,2,1.0,,2.0,1.0,3.0,1.0,2.0,1.0,,,10.0,11.0,,3.0,1.0,,2.0,85.0
3,"Salem, Christian",19,2,7,26,1,,,5.0,4.0,3.0,,,1.0,,,7.0,17.0,1.0,,3.0,1.0,1.0,86.0
44,"Smith, Joel",9,6,4,13,,,,5.0,,2.0,,3.0,,1.0,,4.0,9.0,2.0,,1.0,2.0,,69.0
9,"Spargo, Charlie",9,5,3,12,2,,,3.0,1.0,2.0,,2.0,1.0,1.0,,4.0,8.0,,1.0,,,,73.0
12,"Tyson, Dom",13,6,14,27,,,,3.0,1.0,3.0,3.0,5.0,2.0,1.0,,11.0,16.0,,,1.0,,2.0,77.0
22,"Vandenberg, Aaron",8,7,6,14,,2.0,,2.0,,6.0,2.0,2.0,,1.0,,5.0,9.0,,1.0,,,1.0,74.0
23,"Vince, Bernie",4,2,7,11,,,,5.0,1.0,,1.0,1.0,,,,5.0,6.0,,,4.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,262,130,164,426,21,17.0,37.0,77.0,34.0,69.0,33.0,59.0,19.0,15.0,6.0,166.0,263.0,15.0,28.0,28.0,5.0,14.0,
Opposition,Opposition,162,68,140,302,7,5.0,48.0,71.0,46.0,41.0,29.0,63.0,15.0,19.0,,119.0,180.0,9.0,7.0,40.0,8.0,5.0,
