Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
30,"Brand, Kaiden",24y 118d,35 (21-1-13 61.43%),,←,
22,"Breust, Luke",27y 266d,180 (132-1-47 73.61%),352 (1.96),←,
9,"Burgoyne, Shaun",35y 287d,353 (239-2-112 67.99%),282 (0.80),196 (142-2-52 72.96%),111 (0.57)
5,"Burton, Ryan",21y 185d,42 (22-1-19 53.57%),5 (0.12),←,
18,"Ceglar, Jonathon",27y 171d,59 (45-0-14 76.27%),34 (0.58),←,
12,"Frawley, James",29y 318d,203 (76-1-126 37.68%),24 (0.12),64 (42-0-22 65.63%),6 (0.09)
19,"Gunston, Jack",26y 292d,167 (114-1-52 68.56%),330 (1.98),153 (109-1-43 71.57%),310 (2.03)
15,"Hardwick, Blake",21y 180d,39 (23-1-15 60.26%),3 (0.08),←,
31,"Henderson, Ricky",29y 327d,126 (64-1-61 51.19%),65 (0.52),36 (18-1-17 51.39%),22 (0.61)
4,"Impey, Jarman",23y 26d,94 (52-0-42 55.32%),42 (0.45),19 (12-0-7 63.16%),8 (0.42)
42,"Miles, Teia",21y 275d,9 (5-0-4 55.56%),5 (0.56),←,
3,"Mitchell, Tom",25y 65d,106 (64-1-41 60.85%),60 (0.57),41 (22-1-18 54.88%),22 (0.54)
35,"Morrison, Harry",19y 265d,17 (10-0-7 58.82%),3 (0.18),←,
10,"OMeara, Jaeger",24y 162d,67 (30-0-37 44.78%),43 (0.64),23 (12-0-11 52.17%),16 (0.70)
28,"Puopolo, Paul",30y 245d,163 (120-0-43 73.62%),167 (1.02),←,
2,"Roughead, Jarryd",31y 193d,272 (172-2-98 63.60%),557 (2.05),←,
25,"Schoenmakers, Ryan",27y 269d,117 (75-1-41 64.53%),47 (0.40),←,
26,"Shiels, Liam",27y 97d,181 (127-1-53 70.44%),64 (0.35),←,
16,"Smith, Isaac",29y 217d,176 (128-1-47 73.01%),147 (0.84),←,
24,"Stratton, Ben",29y 156d,165 (114-1-50 69.39%),1 (0.01),←,
11,"Whitecross, Brendan",28y 191d,111 (71-1-39 64.41%),45 (0.41),←,
38,"Worpel, James",19y 192d,6 (5-0-1 83.33%),2 (0.33),←,
Totals,Totals,26y 188d,2688 (1709-17-962 63.58%),2278 (0.85),,
C,"Clarkson, Alastair",50y 99d,324 (202-2-120 62.65%),,←,
