North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Abraham, Winston",23y 252d,49 (25-0-24 51.02%),74 (1.51),11 (7-0-4 63.64%),19 (1.73)
11,"Archer, Glenn",25y 76d,128 (80-0-48 62.50%),86 (0.67),←,
26,"Bell, Peter",22y 99d,61 (38-0-23 62.30%),58 (0.95),59 (38-0-21 64.41%),56 (0.95)
12,"Blakey, John",31y 319d,260 (130-0-130 50.00%),81 (0.31),125 (78-0-47 62.40%),43 (0.34)
18,"Carey, Wayne",27y 12d,173 (103-0-70 59.54%),436 (2.52),←,
9,"Chandler, Brett",22y 332d,58 (19-0-39 32.76%),7 (0.12),30 (18-0-12 60.00%),5 (0.17)
27,"Crocker, Darren",31y 74d,159 (82-1-76 51.89%),119 (0.75),←,
6,"Grant, Shannon",21y 50d,69 (39-1-29 57.25%),56 (0.81),11 (7-0-4 63.64%),18 (1.64)
29,"Harvey, Brent",20y 25d,27 (17-0-10 62.96%),26 (0.96),←,
21,"Hewitt, Evan",19y 336d,12 (7-0-5 58.33%),8 (0.67),←,
34,"King, David",26y 93d,97 (61-0-36 62.89%),28 (0.29),←,
35,"Longmire, John",27y 159d,186 (96-1-89 51.88%),509 (2.74),←,
4,"Martyn, Mick",29y 281d,210 (118-1-91 56.43%),14 (0.07),←,
5,"McCartney, Jason",24y 86d,86 (41-0-45 47.67%),48 (0.56),11 (7-0-4 63.64%),
32,"Miles, Dion",19y 303d,1 (1-0-0 100.00%),1 (1.00),←,
28,"Pickett, Byron",20y 301d,12 (7-0-5 58.33%),,←,
22,"Roberts, Mark",32y 345d,187 (94-0-93 50.27%),155 (0.83),110 (68-0-42 61.82%),136 (1.24)
3,"Rock, Anthony",27y 252d,168 (100-0-68 59.52%),132 (0.79),←,
24,"Sholl, Craig",30y 160d,187 (108-0-79 57.75%),112 (0.60),←,
10,"Stevens, Anthony",26y 341d,167 (99-0-68 59.28%),81 (0.49),←,
38,"Stevens, Danny",21y 210d,12 (7-0-5 58.33%),7 (0.58),←,
30,"Welsh, Scott",19y 183d,12 (7-0-5 58.33%),5 (0.42),←,
Totals,Totals,25y 46d,2321 (1279-4-1038 55.11%),2043 (0.88),,
C,"Pagan, Denis",50y 257d,131 (83-0-48 63.36%),,←,
