Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Bannister, Jordan",3,3,3,6,,,,1.0,,,2.0,1.0,,1.0,,3.0,3.0,1.0,,2.0,,,76.0
18,"Bowyer, Glen",15,3,3,18,,,,1.0,7.0,2.0,3.0,2.0,2.0,,,8.0,10.0,,,3.0,,,93.0
16,"Camporeale, Scott",12,1,4,16,,,,2.0,2.0,6.0,4.0,3.0,,1.0,,8.0,6.0,,,1.0,3.0,1.0,100.0
9,"Clarke, David",2,,,2,,,,,2.0,,1.0,1.0,,1.0,,2.0,,,,1.0,,,31.0
13,"Davies, Justin",5,3,3,8,1,,,1.0,,1.0,1.0,3.0,,1.0,,4.0,4.0,,2.0,3.0,,1.0,57.0
26,"De Luca, Adrian",5,5,2,7,1,,13.0,2.0,,2.0,,3.0,,1.0,,2.0,5.0,,1.0,1.0,,,74.0
25,"Fevola, Brendan",7,4,3,10,3,1.0,,,1.0,,,1.0,1.0,,,4.0,6.0,,2.0,1.0,2.0,1.0,100.0
14,"Fisher, Brad",7,3,3,10,2,1.0,,3.0,,2.0,,1.0,2.0,1.0,,6.0,5.0,2.0,,2.0,,,98.0
11,"French, Barnaby",5,3,2,7,1,,8.0,,,2.0,3.0,3.0,1.0,2.0,,4.0,3.0,1.0,,,,,33.0
33,"Houlihan, Ryan",10,5,5,15,,,,3.0,4.0,3.0,,4.0,1.0,1.0,,4.0,10.0,1.0,,1.0,3.0,,94.0
27,"Hulme, Darren",3,2,1,4,,1.0,,,,2.0,,1.0,,,,1.0,3.0,,1.0,1.0,1.0,1.0,64.0
10,"Johnson, Brett",5,3,2,7,,,,2.0,1.0,4.0,1.0,,1.0,,,2.0,5.0,,,2.0,,1.0,52.0
12,"Lappin, Matthew",23,3,4,27,,1.0,,2.0,8.0,8.0,5.0,2.0,2.0,1.0,,15.0,12.0,,,4.0,7.0,1.0,100.0
37,"Norman, Karl",4,4,5,9,,,,3.0,4.0,1.0,,2.0,,2.0,,4.0,6.0,1.0,,10.0,,,100.0
28,"Prendergast, Ian",8,5,4,12,,,6.0,,3.0,1.0,1.0,4.0,,,,3.0,9.0,,,3.0,,,81.0
29,"Scotland, Heath",12,6,5,17,2,,,2.0,,4.0,4.0,2.0,,1.0,,5.0,12.0,,2.0,3.0,,,100.0
24,"Stevens, Nick",15,6,9,24,,1.0,,1.0,3.0,3.0,,4.0,1.0,3.0,,8.0,16.0,,1.0,1.0,2.0,,100.0
15,"Teague, David",12,5,9,21,,,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0,7.0,2.0,1.0,4.0,,,100.0
32,"Thornton, Bret",6,3,2,8,,,,,6.0,,,1.0,1.0,,,3.0,4.0,1.0,,8.0,2.0,,100.0
1,"Walker, Andrew",5,3,5,10,,,,1.0,,2.0,2.0,4.0,,1.0,,7.0,4.0,,,3.0,,,53.0
8,"Whitnall, Lance",8,4,4,12,2,1.0,9.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,,7.0,6.0,1.0,1.0,3.0,,1.0,100.0
34,"Wiggins, Simon",8,2,6,14,,,,3.0,2.0,2.0,4.0,1.0,3.0,1.0,,11.0,5.0,,,2.0,1.0,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,76,84,264,12,7.0,37.0,32.0,48.0,50.0,33.0,48.0,18.0,21.0,2.0,123.0,141.0,10.0,11.0,59.0,21.0,7.0,
Opposition,Opposition,188,75,99,287,16,8.0,32.0,40.0,37.0,61.0,38.0,38.0,21.0,18.0,4.0,131.0,157.0,14.0,9.0,56.0,9.0,8.0,
