Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",26y 82d,107 (37-1-69 35.05%),71 (0.66),52 (30-0-22 57.69%),58 (1.12)
22,"Bowyer, Glen",21y 135d,27 (19-0-8 70.37%),11 (0.41),←,
17,"Chick, Daniel",25y 91d,114 (56-2-56 50.00%),113 (0.99),←,
25,"Clarke, Tim",19y 40d,7 (7-0-0 100.00%),2 (0.29),←,
9,"Crawford, Shane",26y 245d,164 (82-2-80 50.61%),131 (0.80),←,
24,"Croad, Trent",21y 64d,67 (36-1-30 54.48%),65 (0.97),←,
36,"Dent, Matthew",29y 115d,113 (47-1-65 42.04%),19 (0.17),3 (3-0-0 100.00%),
19,"Dixon, Ben",23y 332d,78 (44-1-33 57.05%),114 (1.46),←,
34,"Graham, Mark",28y 60d,146 (68-2-76 47.26%),48 (0.33),←,
5,"Harford, Daniel",24y 54d,124 (59-1-64 47.98%),56 (0.45),←,
3,"Hay, Jonathan",21y 272d,68 (33-1-34 49.26%),7 (0.10),←,
37,"Lekkas, Angelo",24y 317d,93 (42-1-50 45.70%),27 (0.29),←,
15,"Lord, Aaron",25y 295d,111 (58-2-51 53.15%),135 (1.22),79 (35-1-43 44.94%),116 (1.47)
7,"McCabe, Luke",24y 275d,101 (50-1-50 50.00%),8 (0.08),←,
18,"McPharlin, Luke",19y 162d,9 (7-0-2 77.78%),3 (0.33),←,
13,"Picioane, Lance",20y 339d,22 (14-0-8 63.64%),7 (0.32),18 (13-0-5 72.22%),5 (0.28)
20,"Rawlings, Jade",23y 215d,56 (29-0-27 51.79%),20 (0.36),←,
52,"Rehn, Shaun",29y 268d,141 (79-1-61 56.38%),59 (0.42),7 (7-0-0 100.00%),4 (0.57)
11,"Smith, Joel",24y 9d,99 (53-1-45 54.04%),69 (0.70),41 (24-1-16 59.76%),18 (0.44)
4,"Tallis, Rayden",25y 337d,100 (48-0-52 48.00%),13 (0.13),←,
23,"Thompson, Nathan",23y 87d,49 (29-1-19 60.20%),66 (1.35),←,
30,"Woods, Tony",31y 314d,162 (74-2-86 46.30%),35 (0.22),131 (58-2-71 45.04%),25 (0.19)
Totals,Totals,24y 220d,1958 (971-21-966 49.59%),1079 (0.55),,
C,"Schwab, Peter",40y 232d,31 (20-0-11 64.52%),,←,
