Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Cunningham, Harry",7,2,5,12,,,,3.0,,1.0,,2.0,,1.0,,4.0,6.0,,,1.0,,,94.0
13,"Florent, Oliver",5,,3,8,,,,3.0,,2.0,1.0,1.0,1.0,1.0,,5.0,4.0,,,1.0,,1.0,68.0
6,"Foote, Jordan",8,4,4,12,,2.0,,5.0,2.0,1.0,1.0,5.0,1.0,3.0,,3.0,9.0,,1.0,,,1.0,75.0
23,"Franklin, Lance",13,7,5,18,4,2.0,,3.0,,5.0,1.0,,2.0,,3.0,9.0,9.0,3.0,3.0,1.0,,,96.0
39,"Grundy, Heath",14,11,7,21,,,,1.0,4.0,2.0,,6.0,,4.0,,3.0,18.0,,,4.0,,,95.0
4,"Hannebery, Dan",7,3,11,18,,,,,1.0,3.0,2.0,2.0,,1.0,,5.0,12.0,,,1.0,,,72.0
29,"Hewett, George",5,2,14,19,,,,9.0,,2.0,7.0,2.0,2.0,,,12.0,8.0,,,1.0,,,77.0
15,"Jack, Kieren",13,7,8,21,1,1.0,,,3.0,5.0,4.0,7.0,,3.0,,8.0,13.0,,1.0,1.0,,2.0,73.0
10,"Jones, Zak",14,7,11,25,1,,,2.0,3.0,5.0,1.0,3.0,,1.0,,5.0,23.0,,,1.0,,1.0,86.0
12,"Kennedy, Josh",13,2,15,28,1,1.0,,9.0,2.0,8.0,10.0,2.0,3.0,1.0,,19.0,8.0,,,,,,88.0
11,"Laidler, Jeremy",8,3,5,13,,1.0,,3.0,1.0,2.0,,1.0,2.0,,,4.0,7.0,1.0,1.0,7.0,,1.0,81.0
44,"Lloyd, Jake",16,6,7,23,,,,2.0,7.0,1.0,,2.0,2.0,1.0,,2.0,18.0,,,2.0,,,93.0
31,"Marsh, Harrison",12,4,12,24,,,,2.0,3.0,4.0,,2.0,3.0,,,9.0,15.0,,,1.0,2.0,,80.0
14,"Mills, Callum",14,4,4,18,,,,2.0,2.0,5.0,2.0,4.0,3.0,2.0,,6.0,12.0,,,3.0,,,87.0
35,"Naismith, Sam",5,3,4,9,,1.0,34.0,5.0,,1.0,2.0,5.0,1.0,3.0,,5.0,5.0,,1.0,4.0,,1.0,81.0
26,"Parker, Luke",17,2,8,25,,,,7.0,,6.0,6.0,5.0,4.0,2.0,,12.0,12.0,1.0,,2.0,,1.0,89.0
24,"Rampe, Dane",6,4,3,9,,,,4.0,3.0,,,,,,,2.0,7.0,,,4.0,,,92.0
20,"Reid, Sam",8,7,5,13,3,,,3.0,1.0,2.0,,2.0,1.0,1.0,,7.0,7.0,3.0,3.0,1.0,,,83.0
27,"Robinson, Dan",2,,4,6,1,,,,,1.0,,2.0,,1.0,,3.0,3.0,,,,,,35.0
40,"Smith, Nick",7,4,8,15,,,,1.0,3.0,,1.0,5.0,1.0,1.0,,5.0,10.0,,,2.0,,,94.0
8,"Tippett, Kurt",7,4,3,10,1,,15.0,4.0,1.0,3.0,,2.0,2.0,1.0,,9.0,4.0,2.0,,3.0,,,80.0
22,"Towers, Dean",7,2,4,11,,1.0,,2.0,,2.0,1.0,1.0,1.0,,,2.0,8.0,,1.0,1.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,88,150,358,12,10.0,49.0,70.0,36.0,61.0,39.0,61.0,29.0,27.0,3.0,139.0,218.0,10.0,11.0,41.0,2.0,8.0,
Opposition,Opposition,215,77,124,339,17,8.0,42.0,65.0,43.0,56.0,49.0,69.0,27.0,29.0,3.0,161.0,178.0,12.0,7.0,49.0,3.0,11.0,
