Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",25y 63d,142 (68-2-72 48.59%),117 (0.82),←,
13,"Brunton, Neil",23y 135d,11 (4-1-6 40.91%),1 (0.09),←,
29,"Cordy, Neil",33y 39d,229 (90-1-138 39.52%),32 (0.14),90 (39-1-50 43.89%),4 (0.04)
40,"Dunkley, Andrew",23y 323d,6 (2-1-3 41.67%),,←,
48,"Gray, Troy",19y 81d,4 (1-1-2 37.50%),4 (1.00),←,
31,"Holmes, Darren",21y 257d,15 (5-2-8 40.00%),1 (0.07),←,
11,"Kappler, Darren",27y 115d,93 (33-0-60 35.48%),60 (0.65),6 (3-0-3 50.00%),9 (1.50)
14,"Kelly, Paul",22y 294d,38 (11-2-25 31.58%),18 (0.47),←,
1,"Lawson, Jamie",20y 225d,24 (9-2-13 41.67%),17 (0.71),←,
3,"Lewis, Dale",23y 13d,32 (10-2-20 34.38%),37 (1.16),←,
16,"McGovern, Andrew",24y 40d,8 (3-1-4 43.75%),5 (0.63),←,
8,"Minton-Connell, Simon",23y 21d,21 (10-0-11 47.62%),53 (2.52),2 (1-0-1 50.00%),3 (1.50)
10,"Mitchell, Barry",26y 162d,156 (70-2-84 45.51%),205 (1.31),←,
35,"Murphy, David",29y 268d,138 (61-0-77 44.20%),88 (0.64),←,
18,"Nettelbeck, Craig",19y 357d,28 (9-2-17 35.71%),16 (0.57),←,
22,"Rose, Gavin",22y 231d,3 (1-1-1 50.00%),,←,
15,"Strooper, David",24y 82d,51 (17-1-33 34.31%),48 (0.94),8 (3-1-4 43.75%),20 (2.50)
28,"Thorpe, Alan",23y 212d,3 (1-1-1 50.00%),5 (1.67),←,
2,"Tunbridge, Brad",28y 112d,32 (10-2-20 34.38%),10 (0.31),←,
27,"Wheeler, Sanford",22y 41d,19 (3-1-15 18.42%),5 (0.26),←,
Totals,Totals,24y 80d,1053 (418-25-610 39.70%),722 (0.69),,
C,"Buckenara, Gary",33y 319d,8 (3-1-4 43.75%),,←,
