St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",5.0,4.0,3.0,8.0,,,,2.0,3.0,,,2.0,,1.0,,1.0,7.0,,,7.0,,,95.0
15 ↓,"Billings, Jack",,,,,,,,,,,,,,,,,,,,,,,1.0
16,"Butler, Dan",10.0,3.0,4.0,14.0,5.0,,,3.0,,4.0,,5.0,2.0,1.0,1.0,4.0,10.0,1.0,2.0,1.0,,2.0,83.0
13,"Byrnes, Ryan",10.0,7.0,8.0,18.0,,,,1.0,2.0,3.0,1.0,3.0,,1.0,,5.0,12.0,,,2.0,1.0,,79.0
11,"Clark, Hunter",11.0,2.0,7.0,18.0,,,,3.0,2.0,3.0,,6.0,,4.0,,7.0,11.0,,,2.0,,,78.0
5,"Crouch, Brad",18.0,5.0,13.0,31.0,1.0,,,11.0,4.0,5.0,9.0,3.0,2.0,,2.0,15.0,16.0,1.0,,,,,76.0
4,"Gresham, Jade",7.0,1.0,7.0,14.0,,1.0,,3.0,,2.0,2.0,3.0,,2.0,,7.0,7.0,,,,2.0,,61.0
22,"Higgins, Jack",9.0,5.0,6.0,15.0,2.0,1.0,,1.0,,3.0,,2.0,1.0,1.0,,8.0,7.0,1.0,3.0,,,2.0,82.0
8,"Hill, Bradley",7.0,2.0,12.0,19.0,,,,2.0,,2.0,1.0,4.0,1.0,,,5.0,16.0,,,1.0,1.0,2.0,86.0
12,"King, Max",6.0,5.0,6.0,12.0,2.0,1.0,,1.0,,2.0,,3.0,,1.0,,6.0,6.0,1.0,1.0,1.0,,1.0,89.0
31,"Lienert, Jarrod",10.0,2.0,6.0,16.0,,,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,,7.0,9.0,,,2.0,,,60.0
21 ↑,"Long, Ben",4.0,2.0,1.0,5.0,1.0,,,7.0,,1.0,1.0,2.0,1.0,1.0,,1.0,4.0,,,1.0,,,62.0
19,"Marshall, Rowan",9.0,3.0,6.0,15.0,,,49.0,6.0,1.0,2.0,3.0,5.0,2.0,5.0,,9.0,6.0,1.0,,1.0,,,80.0
28,"Membrey, Tim",10.0,7.0,7.0,17.0,2.0,1.0,3.0,2.0,,4.0,1.0,1.0,,1.0,,4.0,14.0,1.0,1.0,1.0,,1.0,96.0
33,"Paton, Ben",6.0,2.0,9.0,15.0,,,,4.0,1.0,1.0,,1.0,,1.0,,6.0,10.0,,,3.0,,,80.0
6,"Ross, Sebastian",14.0,5.0,13.0,27.0,,,,4.0,2.0,3.0,3.0,3.0,1.0,,,11.0,17.0,,,2.0,,1.0,85.0
43,"Sharman, Cooper",9.0,4.0,5.0,14.0,,,,,2.0,,,1.0,1.0,,,2.0,10.0,,,4.0,,,80.0
35,"Sinclair, Jack",17.0,5.0,10.0,27.0,,,,1.0,4.0,3.0,1.0,3.0,1.0,1.0,,11.0,15.0,,,3.0,1.0,,87.0
9,"Steele, Jack",16.0,10.0,24.0,40.0,,,,8.0,3.0,6.0,10.0,5.0,2.0,2.0,3.0,14.0,25.0,,,1.0,,,92.0
29,"Webster, Jimmy",9.0,4.0,9.0,18.0,,,,1.0,3.0,1.0,1.0,2.0,,1.0,,8.0,12.0,,,3.0,,,80.0
44,"Wilkie, Callum",11.0,8.0,3.0,14.0,,,,1.0,6.0,,,1.0,1.0,1.0,,4.0,11.0,,,8.0,1.0,,100.0
17,"Windhager, Marcus",15.0,5.0,8.0,23.0,,1.0,,3.0,,7.0,2.0,5.0,1.0,2.0,,6.0,19.0,,1.0,1.0,1.0,1.0,87.0
32,"Wood, Mason",11.0,5.0,10.0,21.0,1.0,1.0,,4.0,2.0,,2.0,2.0,2.0,,,10.0,12.0,1.0,,2.0,,,81.0
Totals,Totals,224.0,96.0,177.0,401.0,14.0,6.0,55.0,71.0,36.0,53.0,39.0,65.0,19.0,26.0,6.0,151.0,256.0,7.0,8.0,46.0,7.0,10.0,
Opposition,Opposition,219.0,104.0,109.0,328.0,10.0,2.0,31.0,67.0,37.0,46.0,42.0,57.0,26.0,19.0,,131.0,196.0,9.0,10.0,39.0,2.0,5.0,
