Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Adams, Marcus",9,3,11,20,,,,1.0,3.0,1.0,,4.0,,1.0,,7.0,11.0,1.0,,9.0,,,96.0
44,"Adcock, Jed",6,1,6,12,,,,,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,9.0,,,3.0,,,87.0
24,"Biggs, Shane",7,1,6,13,,,,2.0,1.0,2.0,,2.0,,2.0,,2.0,11.0,,,,,,80.0
4,"Bontempelli, Marcus",13,5,17,30,2,1.0,1.0,5.0,1.0,4.0,3.0,1.0,,,2.0,16.0,15.0,,2.0,2.0,,1.0,81.0
5,"Boyd, Matthew",18,4,9,27,,,,4.0,2.0,2.0,,1.0,1.0,,,8.0,18.0,1.0,,2.0,,1.0,81.0
15,"Campbell, Tom",8,5,6,14,,3.0,23.0,2.0,,2.0,3.0,2.0,1.0,,,10.0,4.0,3.0,2.0,2.0,,,88.0
6,"Dahlhaus, Luke",14,2,17,31,,,,5.0,,7.0,5.0,4.0,3.0,1.0,,13.0,20.0,,,2.0,,2.0,70.0
31,"Dale, Bailey",7,4,5,12,2,2.0,,2.0,,2.0,1.0,1.0,2.0,,,5.0,7.0,1.0,1.0,,,1.0,73.0
35,"Daniel, Caleb",8,1,12,20,2,1.0,,3.0,1.0,3.0,,3.0,,1.0,,6.0,14.0,,,1.0,,,78.0
29,"Dickson, Tory",7,4,4,11,3,1.0,,2.0,,2.0,1.0,1.0,2.0,,,3.0,8.0,,1.0,,,,80.0
7,"Hunter, Lachie",11,4,14,25,,,,2.0,3.0,2.0,2.0,6.0,1.0,3.0,,5.0,20.0,,,1.0,,1.0,91.0
21,"Liberatore, Tom",8,2,17,25,1,1.0,,7.0,,4.0,9.0,3.0,5.0,,,15.0,10.0,,,,,,76.0
11,"Macrae, Jack",12,5,15,27,,,,3.0,,4.0,2.0,4.0,3.0,1.0,,11.0,16.0,,1.0,,,,79.0
16,"McLean, Toby",9,6,4,13,,2.0,,2.0,,3.0,,2.0,2.0,,,4.0,11.0,1.0,2.0,2.0,1.0,,65.0
38,"Morris, Dale",4,2,13,17,,,,3.0,1.0,3.0,,1.0,1.0,,,10.0,7.0,1.0,,4.0,,,91.0
42,"Picken, Liam",7,4,15,22,,1.0,,1.0,1.0,1.0,2.0,,2.0,,,7.0,15.0,2.0,2.0,1.0,,2.0,82.0
43,"Redpath, Jack",8,6,3,11,3,1.0,,4.0,,2.0,,1.0,1.0,,,5.0,7.0,2.0,3.0,,,,86.0
18,"Roberts, Fletcher",6,3,6,12,,,,2.0,1.0,1.0,,2.0,,1.0,,1.0,9.0,,,7.0,,,89.0
23,"Roughead, Jordan",7,5,10,17,,,13.0,4.0,,7.0,3.0,2.0,1.0,,,8.0,9.0,3.0,,5.0,,1.0,93.0
9,"Stringer, Jake",7,5,9,16,4,,,1.0,,4.0,,,,,1.0,8.0,8.0,2.0,3.0,1.0,,4.0,80.0
3,"Wallis, Mitch",11,2,15,26,1,1.0,1.0,3.0,1.0,7.0,7.0,2.0,1.0,,,10.0,17.0,,1.0,,,1.0,73.0
10,"Wood, Easton",11,11,10,21,,,,1.0,1.0,3.0,,1.0,,,,6.0,16.0,2.0,,2.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,85,224,422,18,15.0,38.0,59.0,17.0,68.0,40.0,45.0,28.0,12.0,3.0,163.0,262.0,19.0,18.0,44.0,1.0,15.0,
Opposition,Opposition,187,78,155,342,17,6.0,30.0,56.0,49.0,37.0,25.0,59.0,12.0,28.0,3.0,142.0,199.0,14.0,13.0,35.0,2.0,15.0,
