Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",11,1,9,20,,1.0,,1.0,,,,,1.0,,,,,,,,,,
25,"Bews, Andrew",10,2,7,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
30,"Bourke, Damian",4,3,1,5,,,8.0,,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",14,8,2,16,,,1.0,3.0,,,,,2.0,2.0,,,,,,,,,
5,"Chapman, Nathan",6,,2,8,1,,,2.0,,,,,,1.0,,,,,,,,,
16,"Clarke, Matthew",3,2,,3,1,,,,,,,,,2.0,,,,,,,,,
20,"Craven, Danny",3,,3,6,,,,,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",11,,7,18,,1.0,,,,,,,4.0,1.0,,,,,,,,,
4,"Gastev, John",4,1,5,9,,,,3.0,,,,,1.0,,,,,,,,,,
14,"Hamilton, Shane",4,,1,5,,1.0,,1.0,,,,,1.0,,,,,,,,,,
32,"Hart, Shaun",11,1,2,13,2,2.0,5.0,4.0,,,,,3.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",16,6,2,18,1,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,
18,"Lambert, Craig",10,1,6,16,,1.0,,3.0,,,,,5.0,1.0,,,,,,,,,
17,"Leslie, Martin",4,2,2,6,,,1.0,,,,,,1.0,1.0,,,,,,,,,
2,"McAdam, Gilbert",6,2,2,8,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,
7,"McIvor, Scott",12,5,3,15,2,,,3.0,,,,,3.0,,,,,,,,,,
19,"McLean, Michael",1,,5,6,,,,1.0,,,,,,3.0,,,,,,,,,
24,"Merrett, Roger",5,2,1,6,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Peos, Paul",4,1,2,6,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
22,"Scott, Chris",7,2,4,11,,,,1.0,,,,,2.0,2.0,,,,,,,,,
3,"Voss, Michael",6,2,2,8,3,,,2.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,152,41,68,220,12,12.0,18.0,28.0,,,,,30.0,22.0,,,,,,,,,
Opposition,Opposition,189,68,93,282,14,15.0,17.0,29.0,,,,,22.0,30.0,6.0,,,,,,,,
