Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",13,,6,19,1,,,1.0,2.0,2.0,3.0,,1.0,,,8.0,11.0,,,,4.0,,
30,"Brown, Leigh",10,7,5,15,1,1.0,,1.0,,6.0,1.0,2.0,,1.0,,6.0,9.0,1.0,1.0,4.0,,,
9,"Carr, Matthew",5,2,4,9,,,,1.0,,1.0,1.0,,,,,3.0,6.0,,,,1.0,,
10,"Cook, Troy",13,9,11,24,1,,,4.0,5.0,3.0,3.0,4.0,1.0,3.0,,5.0,21.0,,1.0,3.0,4.0,,
7,"Farmer, Jeff",7,5,,7,3,3.0,,3.0,,,,2.0,,,,2.0,4.0,2.0,5.0,1.0,,,
18,"Fewster, Brendon",4,1,6,10,,,2.0,2.0,1.0,2.0,1.0,3.0,,2.0,,6.0,4.0,,,1.0,1.0,,
14,"Grover, Antoni",11,6,8,19,,,,1.0,1.0,2.0,4.0,,,,,11.0,8.0,2.0,,3.0,2.0,,
39,"Haines, Daniel",4,,1,5,,,,1.0,,2.0,1.0,,2.0,,,2.0,4.0,,,1.0,,,
4,"Hasleby, Paul",10,3,9,19,1,,,2.0,1.0,5.0,3.0,1.0,,,,12.0,6.0,1.0,1.0,1.0,1.0,,
43,"Hayden, Roger",5,3,1,6,,,,1.0,,1.0,,,1.0,,,1.0,4.0,,,2.0,,,
28,"Koops, Steven",7,3,3,10,1,1.0,,2.0,1.0,2.0,,3.0,1.0,2.0,,7.0,3.0,2.0,2.0,2.0,1.0,,
20,"Longmuir, Justin",4,4,5,9,1,,1.0,,,2.0,1.0,1.0,1.0,,,3.0,6.0,,1.0,2.0,,,
8,"McManus, Shaun",11,7,9,20,,,,2.0,1.0,5.0,,2.0,2.0,1.0,,4.0,18.0,,,2.0,2.0,,
15,"McPharlin, Luke",11,10,11,22,,,,3.0,4.0,,1.0,3.0,,1.0,3.0,12.0,10.0,6.0,,9.0,,,
17,"McPhee, Adam",11,7,,11,,,,3.0,1.0,4.0,,3.0,,,,1.0,10.0,1.0,,,,,
34,"Medhurst, Paul",9,6,1,10,3,2.0,,,1.0,,,2.0,1.0,1.0,,2.0,9.0,,6.0,1.0,,,
25,"Norrish, Jason",8,6,7,15,,,,2.0,1.0,1.0,1.0,2.0,,1.0,,3.0,12.0,,1.0,1.0,,,
23,"Parker, Shane",8,2,5,13,,,,3.0,2.0,2.0,1.0,1.0,,,,6.0,6.0,1.0,,2.0,,,
29,"Pavlich, Matthew",16,4,1,17,,1.0,,,11.0,4.0,1.0,1.0,,1.0,,1.0,12.0,,,7.0,1.0,,
2,"Simmonds, Troy",11,6,6,17,,1.0,11.0,3.0,4.0,,,2.0,,,,7.0,8.0,2.0,,4.0,1.0,,
19,"Walker, James",9,6,7,16,,,,1.0,3.0,2.0,1.0,2.0,,,,3.0,13.0,,,2.0,8.0,,
6,"Woods, Dion",8,2,5,13,,,,,2.0,3.0,1.0,3.0,,,,5.0,9.0,,,2.0,5.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,99,111,306,12,10.0,14.0,36.0,41.0,49.0,24.0,37.0,10.0,13.0,3.0,110.0,193.0,18.0,18.0,50.0,31.0,,
Opposition,Opposition,179,61,74,253,12,11.0,33.0,35.0,32.0,59.0,32.0,22.0,13.0,10.0,3.0,110.0,135.0,12.0,5.0,49.0,29.0,,
