Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
10,"Ballard, Charlie",19y 313d,22 (4-0-18 18.18%),1 (0.05),←,
3,"Bowes, Jack",21y 126d,38 (8-0-30 21.05%),11 (0.29),←,
29,"Burgess, Chris",23y 187d,7 (3-0-4 42.86%),2 (0.29),←,
19,"Corbett, Josh",23y 39d,6 (0-0-6 0.00%),3 (0.50),←,
8,"Fiorini, Brayden",21y 283d,36 (9-0-27 25.00%),13 (0.36),←,
39,"Holman, Nick",24y 3d,41 (8-0-33 19.51%),19 (0.46),32 (7-0-25 21.88%),19 (0.59)
20,"Hombsch, Jack",26y 86d,109 (53-0-56 48.62%),1 (0.01),11 (3-0-8 27.27%),
33,"Horlin-Smith, George",26y 161d,56 (34-1-21 61.61%),28 (0.50),5 (0-0-5 0.00%),1 (0.20)
38,"Joyce, Jesse",21y 288d,56 (15-0-41 26.79%),1 (0.02),←,
34,"King, Ben",18y 329d,3 (0-0-3 0.00%),1 (0.33),←,
41,"Lukosius, Jack",18y 296d,10 (3-0-7 30.00%),2 (0.20),←,
44,"Macpherson, Darcy",21y 215d,28 (6-0-22 21.43%),14 (0.50),←,
4,"Martin, Jack",24y 123d,92 (25-1-66 27.72%),77 (0.84),←,
2,"Miles, Anthony",27y 93d,80 (39-0-41 48.75%),28 (0.35),9 (3-0-6 33.33%),3 (0.33)
31,"Murdoch, Jordan",27y 70d,119 (75-2-42 63.87%),73 (0.61),11 (3-0-8 27.27%),
27,"Powell, Wil",19y 279d,16 (4-0-12 25.00%),7 (0.44),←,
36,"Schoenfeld, Josh",21y 333d,15 (1-0-14 6.67%),5 (0.33),←,
6,"Sexton, Alex",25y 180d,108 (28-0-80 25.93%),93 (0.86),←,
24,"Swallow, David",26y 194d,128 (34-0-94 26.56%),63 (0.49),←,
14,"Weller, Lachie",23y 98d,76 (20-0-56 26.32%),21 (0.28),29 (6-0-23 20.69%),4 (0.14)
28,"Witts, Jarrod",26y 261d,91 (31-0-60 34.07%),24 (0.26),51 (13-0-38 25.49%),6 (0.12)
30,"Wright, Peter",22y 266d,60 (13-0-47 21.67%),77 (1.28),←,
Totals,Totals,23y 109d,1197 (413-4-780 34.50%),564 (0.47),,
C,"Dew, Stuart",39y 287d,33 (7-0-26 21.21%),,←,
