Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",28y 92d,140 (85-1-54 61.07%),77 (0.55),37 (18-1-18 50.00%),17 (0.46)
21,"Brown, David",24y 319d,51 (24-1-26 48.04%),44 (0.86),←,
9,"Hall, Tony",29y 332d,106 (79-1-26 75.00%),160 (1.51),9 (5-1-3 61.11%),16 (1.78)
34,"Hart, Ben",20y 36d,62 (30-1-31 49.19%),8 (0.13),←,
29,"Ingerson, Anthony",24y 305d,26 (10-0-16 38.46%),25 (0.96),←,
13,"Lee, Scott",31y 70d,77 (39-1-37 51.30%),17 (0.22),←,
27,"Liptak, Matthew",24y 106d,72 (38-1-33 53.47%),93 (1.29),←,
18,"Maynard, Rodney",27y 327d,74 (34-1-39 46.62%),21 (0.28),←,
10,"McDermott, Chris",30y 283d,86 (42-1-43 49.42%),24 (0.28),←,
11,"McGuinness, Tony",30y 100d,191 (90-3-98 47.91%),175 (0.92),82 (40-1-41 49.39%),67 (0.82)
28,"McKinnon, Martin",19y 40d,6 (2-0-4 33.33%),2 (0.33),←,
6,"Modra, Tony",25y 166d,49 (24-1-24 50.00%),215 (4.39),←,
16,"Pesch, Nick",20y 50d,5 (2-0-3 40.00%),1 (0.20),←,
15,"Pittman, David",25y 172d,36 (16-1-19 45.83%),2 (0.06),←,
20,"Powell, Matthew",20y 321d,8 (4-0-4 50.00%),2 (0.25),←,
52,"Rehn, Shaun",22y 362d,62 (30-1-31 49.19%),19 (0.31),←,
32,"Ricciuto, Mark",19y 67d,38 (17-1-20 46.05%),25 (0.66),←,
7,"Smart, Nigel",25y 85d,74 (36-1-37 49.32%),38 (0.51),←,
12,"Tregenza, Simon",23y 158d,68 (34-1-33 50.74%),10 (0.15),←,
33,"Weidemann, Wayne",27y 297d,54 (25-1-28 47.22%),20 (0.37),←,
44,"Wellman, Sean",19y 328d,15 (5-1-9 36.67%),2 (0.13),←,
Totals,Totals,24y 313d,1300 (666-19-615 51.23%),980 (0.75),,
C,"Cornes, Graham",46y 136d,87 (42-1-44 48.85%),,←,
