Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
24,"Bolton, Jude",30y 180d,257 (138-3-116 54.28%),125 (0.49),←,
19,"Bradshaw, Daniel",31y 294d,231 (130-3-98 56.93%),524 (2.27),9 (5-0-4 55.56%),28 (3.11)
8,"Dennis-Lane, Trent",22y 12d,8 (6-0-2 75.00%),18 (2.25),←,
37,"Goodes, Adam",30y 246d,276 (149-3-124 54.53%),311 (1.13),←,
39,"Grundy, Heath",24y 101d,70 (37-0-33 52.86%),18 (0.26),←,
4,"Hannebery, Dan",19y 199d,28 (15-0-13 53.57%),10 (0.36),←,
15,"Jack, Kieren",23y 75d,71 (35-1-35 50.00%),45 (0.63),←,
32,"Jetta, Lewis",21y 130d,20 (11-0-9 55.00%),7 (0.35),←,
12,"Kennedy, Josh",22y 83d,37 (19-0-18 51.35%),14 (0.38),24 (14-0-10 58.33%),10 (0.42)
17,"Kennelly, Tadhg",29y 72d,178 (110-1-67 62.08%),29 (0.16),←,
31,"Kirk, Brett",33y 321d,241 (132-3-106 55.39%),96 (0.40),←,
9,"Malceski, Nick",26y 27d,92 (58-1-33 63.59%),42 (0.46),←,
29,"Mattner, Martin",28y 36d,167 (94-1-72 56.59%),36 (0.22),69 (34-1-34 50.00%),22 (0.32)
21,"McGlynn, Ben",25y 36d,58 (31-0-27 53.45%),51 (0.88),14 (8-0-6 57.14%),23 (1.64)
3,"McVeigh, Jarrad",25y 157d,147 (83-2-62 57.14%),104 (0.71),←,
33,"Moore, Jarred",24y 189d,65 (37-1-27 57.69%),51 (0.78),←,
41,"Mumford, Shane",24y 68d,42 (30-0-12 71.43%),7 (0.17),21 (13-0-8 61.90%),4 (0.19)
5,"OKeefe, Ryan",29y 230d,209 (116-2-91 55.98%),208 (1.00),←,
38,"Pyke, Mike",26y 171d,26 (12-0-14 46.15%),3 (0.12),←,
25,"Richards, Ted",27y 243d,133 (73-2-58 55.64%),31 (0.23),100 (54-2-44 55.00%),12 (0.12)
2,"Shaw, Rhyce",28y 330d,139 (69-0-70 49.64%),36 (0.26),45 (21-0-24 46.67%),16 (0.36)
40,"Smith, Nick",22y 91d,29 (12-0-17 41.38%),6 (0.21),←,
Totals,Totals,26y 83d,2524 (1397-23-1104 55.35%),1772 (0.70),,
C,"Roos, Paul",47y 76d,202 (116-2-84 57.92%),,←,
