Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",25y 24d,29 (14-0-15 48.28%),7 (0.24),14 (8-0-6 57.14%),3 (0.21)
4,"Bontempelli, Marcus",27y 206d,207 (115-0-92 55.56%),191 (0.92),←,
31,"Dale, Bailey",26y 331d,122 (67-0-55 54.92%),76 (0.62),←,
35,"Daniel, Caleb",26y 346d,167 (92-0-75 55.09%),45 (0.27),←,
15,"Duryea, Taylor",32y 55d,184 (123-1-60 67.12%),25 (0.14),66 (41-0-25 62.12%),4 (0.06)
44,"English, Tim",25y 312d,99 (55-0-44 55.56%),55 (0.56),←,
29,"Hannan, Mitch",29y 101d,79 (44-0-35 55.70%),75 (0.95),29 (16-0-13 55.17%),20 (0.69)
19,"Jones, Liam",32y 114d,175 (65-0-110 37.14%),84 (0.48),80 (35-0-45 43.75%),68 (0.85)
42,"Keath, Alex",31y 149d,96 (57-1-38 59.90%),5 (0.05),66 (41-0-25 62.12%),4 (0.06)
21,"Liberatore, Tom",31y 33d,208 (102-0-106 49.04%),79 (0.38),←,
7,"Lobb, Rory",30y 129d,153 (84-2-67 55.56%),156 (1.02),13 (8-0-5 61.54%),13 (1.00)
11,"Macrae, Jack",28y 319d,222 (119-0-103 53.60%),53 (0.24),←,
30,"McNeil, Lachlan",22y 129d,37 (26-0-11 70.27%),18 (0.49),←,
33,"Naughton, Aaron",23y 200d,114 (64-0-50 56.14%),173 (1.52),←,
22,"OBrien, Tim",29y 82d,115 (61-3-51 54.35%),74 (0.64),18 (10-0-8 55.56%),1 (0.06)
28,"Scott, Anthony",28y 110d,49 (31-0-18 63.27%),26 (0.53),←,
6,"Smith, Bailey",22y 193d,96 (56-0-40 58.33%),43 (0.45),←,
1,"Treloar, Adam",30y 101d,222 (100-1-121 45.27%),131 (0.59),49 (30-0-19 61.22%),34 (0.69)
2,"Ugle-Hagan, Jamarra",21y 75d,36 (19-0-17 52.78%),41 (1.14),←,
23,"Vandermeer, Laitham",24y 135d,35 (19-0-16 54.29%),19 (0.54),←,
3,"Weightman, Cody",22y 154d,50 (28-0-22 56.00%),84 (1.68),←,
14,"West, Rhylee",22y 341d,28 (17-0-11 60.71%),15 (0.54),←,
34,"Williams, Bailey",25y 251d,118 (64-0-54 54.24%),27 (0.23),←,
Totals,Totals,26y 360d,2641 (1422-8-1211 53.84%),1502 (0.57),,
C,"Beveridge, Luke",52y 299d,197 (112-0-85 56.85%),,←,
