Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Austin, Mark",7,4.0,4,11,,,,,2.0,2.0,,1.0,,,,3,8,1.0,,1.0,1.0,,94.0
5,"Boyd, Matthew",11,5.0,18,29,,,,6.0,4.0,3.0,3.0,3.0,,,1.0,14,15,,,,,1.0,84.0
17,"Cooney, Adam",13,3.0,6,19,2.0,1.0,,,,5.0,4.0,4.0,,1.0,,11,8,1.0,,,1.0,1.0,85.0
4,"Cross, Daniel",9,8.0,18,27,,,1.0,4.0,,,1.0,2.0,,,,7,20,1.0,,1.0,,,90.0
6,"Dahlhaus, Luke",7,1.0,10,17,1.0,1.0,,3.0,2.0,4.0,1.0,,,,,9,8,,,1.0,,1.0,85.0
44,"Goodes, Brett",12,6.0,5,17,,,,,4.0,2.0,,5.0,,1.0,,6,10,,,3.0,2.0,,84.0
39,"Johannisen, Jason",18,4.0,6,24,,,,1.0,6.0,4.0,2.0,3.0,3.0,2.0,,8,16,,,2.0,1.0,,85.0
19,"Jones, Liam",8,6.0,4,12,4.0,2.0,,1.0,,2.0,,,1.0,,,10,2,5.0,4.0,1.0,,,93.0
21,"Liberatore, Tom",14,3.0,11,25,,,,2.0,4.0,4.0,9.0,3.0,1.0,1.0,,15,10,1.0,,,,,83.0
33,"Lower, Nick",11,3.0,7,18,,,,3.0,1.0,1.0,1.0,4.0,1.0,2.0,,7,10,,,,,,78.0
11 ↑,"Macrae, Jack",3,2.0,5,8,,,,,1.0,,1.0,2.0,,,,3,6,,,1.0,,,30.0
27,"Minson, Will",7,,3,10,,,37.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,,5,4,,,2.0,,,87.0
38,"Morris, Dale",7,8.0,4,11,,,,,5.0,,,3.0,,2.0,,3,8,1.0,,9.0,,,97.0
42,"Picken, Liam",9,9.0,7,16,,,,2.0,5.0,1.0,2.0,2.0,,,,8,8,4.0,,3.0,,,89.0
23,"Roughead, Jordan",8,6.0,6,14,1.0,,4.0,3.0,,2.0,2.0,1.0,1.0,,,8,6,3.0,1.0,5.0,,,93.0
14,"Smith, Clay",13,5.0,4,17,2.0,1.0,,1.0,1.0,3.0,,3.0,1.0,,,8,9,1.0,,2.0,1.0,,85.0
25,"Stevens, Koby",11,5.0,9,20,,,,1.0,5.0,2.0,2.0,1.0,,,,5,16,1.0,1.0,1.0,1.0,,74.0
9,"Stringer, Jake",7,5.0,3,10,3.0,,,1.0,,2.0,,2.0,,2.0,,4,6,1.0,3.0,,,1.0,80.0
15,"Tutt, Jason",12,7.0,4,16,,2.0,,2.0,1.0,3.0,,2.0,,1.0,,2,14,,1.0,1.0,1.0,1.0,90.0
8 ↓,"Veszpremi, Patrick",2,,2,4,,1.0,,1.0,,,,1.0,,,,1,5,,,,2.0,,52.0
3,"Wallis, Mitch",8,4.0,8,16,,,,4.0,1.0,,2.0,,1.0,,,3,13,,,,,,77.0
31,"Young, Tom",14,5.0,7,21,,,,2.0,5.0,2.0,1.0,1.0,2.0,,,9,12,,,7.0,,,86.0
Totals,Totals,211,99.0,151,362,13.0,8.0,42.0,40.0,49.0,46.0,36.0,45.0,13.0,14.0,1.0,149,214,20.0,10.0,40.0,10.0,5.0,
Opposition,Opposition,211,102.0,179,390,15.0,17.0,25.0,49.0,29.0,68.0,30.0,43.0,14.0,13.0,5.0,134,253,18.0,17.0,28.0,9.0,11.0,
