Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",27y 128d,66 (38-0-28 57.58%),189 (2.86),62 (37-0-25 59.68%),182 (2.94)
15,"Bryce, Paul",23y 309d,68 (31-2-35 47.06%),26 (0.38),20 (9-1-10 47.50%),
23,"Dyson, Kevin",25y 12d,23 (13-0-10 56.52%),9 (0.39),←,
21,"Febey, Steven",22y 271d,80 (49-0-31 61.25%),13 (0.16),←,
43,"Ford, Andrew",21y 243d,7 (3-1-3 50.00%),1 (0.14),←,
32,"Goodwin, Andy",28y 322d,61 (18-1-42 30.33%),9 (0.15),5 (0-1-4 10.00%),
33,"Healy, Greg",26y 243d,127 (64-1-62 50.79%),151 (1.19),←,
31,"Keogh, Rod",21y 52d,11 (6-0-5 54.55%),5 (0.45),←,
16,"Lovell, Andy",21y 293d,45 (22-1-22 50.00%),52 (1.16),←,
6,"Lovett, Glenn",22y 298d,33 (15-0-18 45.45%),11 (0.33),←,
35,"Pickering, Michael",28y 168d,144 (47-1-96 32.99%),165 (1.15),8 (1-1-6 18.75%),5 (0.63)
46,"Robins, Haydn",19y 281d,1 (0-0-1 0.00%),,←,
41,"Rohde, Peter",27y 179d,108 (68-1-39 63.43%),12 (0.11),62 (34-1-27 55.65%),6 (0.10)
5,"Schwarz, David",19y 297d,14 (3-1-10 25.00%),14 (1.00),←,
18,"Stretch, Steven",28y 132d,140 (80-1-59 57.50%),47 (0.34),←,
11,"Stynes, Jim",26y 23d,119 (72-1-46 60.92%),88 (0.74),←,
4,"Sullivan, Chris",19y 282d,6 (0-1-5 8.33%),8 (1.33),←,
12,"Viney, Todd",26y 47d,84 (45-1-38 54.17%),43 (0.51),←,
27,"Wight, Sean",28y 62d,93 (51-0-42 54.84%),55 (0.59),←,
8,"Yeats, Graeme",27y 238d,139 (78-1-60 56.47%),43 (0.31),←,
Totals,Totals,24y 249d,1369 (703-14-652 51.35%),941 (0.69),,
C,"Northey, John",48y 322d,175 (90-1-84 51.71%),,153 (84-1-68 55.23%),
