Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",12,6,9,21,2,,,3.0,,,,,,2.0,,,,,,,,,
21,"Christian, Michael",2,1,2,4,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Francis, Tony",12,1,5,17,3,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
47,"Fraser, Mark",6,1,4,10,1,2.0,,2.0,,,,,,1.0,,,,,,,,,
23,"Kelly, Craig",8,7,8,16,,2.0,2.0,,,,,,,,,,,,,,,,
34,"McGuane, Mick",7,2,4,11,2,,,1.0,,,,,,1.0,,,,,,,,,
6,"Mitchell, Barry",18,3,11,29,1,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
1,"Monkhorst, Damian",9,9,7,16,,,20.0,,,,,,3.0,1.0,,,,,,,,,
7,"Morwood, Shane",11,4,6,17,,,,3.0,,,,,3.0,,1.0,,,,,,,,
4,"Pert, Gary",10,7,6,16,,,,1.0,,,,,2.0,2.0,,,,,,,,,
13,"Richardson, Alan",4,1,5,9,,,,3.0,,,,,1.0,2.0,,,,,,,,,
36,"Rocca, Saverio",8,7,1,9,4,1.0,,,,,,,,1.0,,,,,,,,,
32,"Rowe, Brad",10,2,6,16,2,4.0,,3.0,,,,,1.0,2.0,,,,,,,,,
29,"Russell, Scott",18,1,6,24,,1.0,,4.0,,,,,1.0,,,,,,,,,,
31,"Saunders, Darren",6,1,2,8,,,,5.0,,,,,,,,,,,,,,,
22,"Shaw, Tony",11,1,7,18,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
27,"Starcevich, Craig",11,10,12,23,3,3.0,7.0,,,,,,3.0,,,,,,,,,,
14,"Watson, Shane",8,1,6,14,,,,1.0,,,,,2.0,3.0,,,,,,,,,
10,"Williams, Paul",10,4,7,17,1,1.0,,,,,,,,,,,,,,,,,
19,"Wright, Graham",22,7,6,28,1,,,3.0,,,,,2.0,2.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,76,120,323,20,18.0,29.0,39.0,,,,,23.0,22.0,4.0,,,,,,,,
Opposition,Opposition,189,59,78,267,14,13.0,25.0,18.0,,,,,22.0,23.0,2.0,,,,,,,,
