Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",25y 286d,109 (57-0-52 52.29%),44 (0.40),64 (49-0-15 76.56%),20 (0.31)
31,"Andrews, Harris",26y 223d,178 (83-0-95 46.63%),10 (0.06),←,
8,"Ashcroft, Will",19y 77d,18 (13-0-5 72.22%),8 (0.44),←,
7,"Berry, Jarrod",25y 167d,125 (69-0-56 55.20%),57 (0.46),←,
23,"Cameron, Charlie",29y 17d,194 (124-1-69 64.18%),341 (1.76),121 (77-0-44 63.64%),254 (2.10)
18,"Coleman, Keidean",23y 113d,58 (39-0-19 67.24%),13 (0.22),←,
3,"Daniher, Joe",29y 140d,169 (81-1-87 48.22%),319 (1.89),61 (41-0-20 67.21%),128 (2.10)
5,"Dunkley, Josh",26y 194d,132 (77-0-55 58.33%),67 (0.51),16 (12-0-4 75.00%),2 (0.13)
28,"Fletcher, Jaspa",19y 148d,6 (5-0-1 83.33%),3 (0.50),←,
19,"Gunston, Jack",31y 279d,239 (145-1-93 60.88%),450 (1.88),14 (9-0-5 64.29%),20 (1.43)
30,"Hipwood, Eric",25y 312d,145 (76-0-69 52.41%),221 (1.52),←,
35,"Lester, Ryan",30y 330d,172 (75-0-97 43.60%),46 (0.27),←,
1,"Lohmann, Kai",20y 77d,6 (6-0-0 100.00%),,←,
11,"McCarthy, Lincoln",29y 273d,136 (96-0-40 70.59%),149 (1.10),107 (73-0-34 68.22%),124 (1.16)
6,"McCluggage, Hugh",25y 141d,147 (82-0-65 55.78%),89 (0.61),←,
46,"McInerney, Oscar",29y 12d,119 (75-0-44 63.03%),51 (0.43),←,
26,"McKenna, Conor",27y 116d,97 (48-1-48 50.00%),26 (0.27),18 (13-0-5 72.22%),6 (0.33)
9,"Neale, Lachie",30y 59d,238 (134-0-104 56.30%),115 (0.48),103 (69-0-34 66.99%),48 (0.47)
40,"Payne, Jack",23y 280d,44 (27-0-17 61.36%),2 (0.05),←,
16,"Rayner, Cam",23y 274d,105 (63-0-42 60.00%),97 (0.92),←,
37,"Starcevich, Brandon",23y 363d,89 (61-0-28 68.54%),6 (0.07),←,
44,"Wilmot, Darcy",19y 203d,21 (15-0-6 71.43%),5 (0.24),←,
15,"Zorko, Dayne",34y 163d,242 (110-0-132 45.45%),221 (0.91),←,
Totals,Totals,26y 42d,2789 (1561-4-1224 55.97%),2340 (0.84),,
C,"Fagan, Chris",62y 29d,154 (86-0-68 55.84%),,←,
