Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",25y 157d,104 (61-2-41 59.62%),29 (0.28),←,
11,"Barlow, Ed",21y 91d,9 (4-2-3 55.56%),7 (0.78),←,
21,"Barry, Leo",30y 344d,220 (127-1-92 57.95%),55 (0.25),←,
42,"Bevan, Paul",23y 213d,71 (42-2-27 60.56%),16 (0.23),←,
14,"Bird, Craig",19y 97d,6 (3-1-2 58.33%),1 (0.17),←,
6,"Bolton, Craig",27y 332d,156 (94-2-60 60.90%),23 (0.15),127 (77-2-48 61.42%),13 (0.10)
24,"Bolton, Jude",28y 43d,193 (106-3-84 55.70%),91 (0.47),←,
32,"Buchanan, Amon",25y 200d,94 (55-2-37 59.57%),42 (0.45),←,
2,"Davis, Nick",28y 28d,168 (85-2-81 51.19%),235 (1.40),97 (55-2-40 57.73%),150 (1.55)
37,"Goodes, Adam",28y 110d,215 (118-3-94 55.58%),205 (0.95),←,
15,"Jack, Kieren",20y 304d,8 (3-1-4 43.75%),2 (0.25),←,
16,"Jolly, Darren",26y 173d,126 (68-2-56 54.76%),42 (0.33),78 (48-2-28 62.82%),31 (0.40)
17,"Kennelly, Tadhg",26y 301d,141 (89-1-51 63.48%),29 (0.21),←,
31,"Kirk, Brett",31y 185d,177 (100-3-74 57.34%),71 (0.40),←,
29,"Mattner, Martin",25y 265d,104 (63-1-40 61.06%),15 (0.14),6 (3-1-2 58.33%),1 (0.17)
3,"McVeigh, Jarrad",23y 20d,87 (51-2-34 59.77%),48 (0.55),←,
33,"Moore, Jarred",22y 52d,15 (9-1-5 63.33%),6 (0.40),←,
5,"OKeefe, Ryan",27y 94d,147 (86-2-59 59.18%),159 (1.08),←,
19,"OLoughlin, Michael",31y 67d,276 (158-4-114 57.97%),474 (1.72),←,
25,"Richards, Ted",25y 107d,85 (49-2-34 58.82%),25 (0.29),52 (30-2-20 59.62%),6 (0.12)
30,"Roberts-Thomson, Lewis",24y 232d,80 (51-1-28 64.38%),9 (0.11),←,
18,"White, Jesse",20y 109d,1 (0-1-0 50.00%),,←,
Totals,Totals,25y 227d,2483 (1422-41-1020 57.27%),1584 (0.64),,
C,"Roos, Paul",44y 305d,138 (84-2-52 61.59%),,←,
