West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",11,10,11,22,,,,1.0,4.0,,,2.0,,1.0,,4.0,17.0,2.0,,5.0,,,92.0
15,"Cripps, Jamie",6,2,9,15,1,,,3.0,1.0,1.0,3.0,,2.0,,,7.0,8.0,,1.0,1.0,,1.0,82.0
27,"Darling, Jack",8,6,3,11,2,1.0,2.0,,,1.0,,1.0,,,,5.0,7.0,2.0,4.0,3.0,,1.0,84.0
3,"Gaff, Andrew",23,6,13,36,,1.0,,,1.0,2.0,2.0,3.0,1.0,,2.0,8.0,28.0,,1.0,,,1.0,90.0
22,"Giles, Jonathan",5,1,3,8,1,1.0,16.0,4.0,,1.0,2.0,1.0,2.0,,,5.0,3.0,,,1.0,,,53.0
33,"Hill, Josh",12,6,2,14,3,1.0,,2.0,1.0,3.0,,,3.0,,,5.0,9.0,,2.0,1.0,1.0,1.0,83.0
25,"Hurn, Shannon",13,6,10,23,,,,,4.0,2.0,1.0,2.0,,,,5.0,16.0,,,2.0,,,93.0
34,"Hutchings, Mark",8,4,9,17,,,,4.0,,3.0,1.0,,2.0,,,6.0,10.0,,,,,,63.0
17,"Kennedy, Josh",7,5,2,9,4,1.0,,1.0,,2.0,,1.0,1.0,1.0,,4.0,5.0,2.0,3.0,1.0,,,100.0
2,"LeCras, Mark",9,3,5,14,1,,,2.0,,4.0,,3.0,,,,3.0,13.0,,1.0,1.0,,1.0,92.0
7,"Masten, Chris",11,3,16,27,2,,,1.0,,3.0,1.0,2.0,,1.0,,3.0,23.0,,,,,,89.0
20,"McGovern, Jeremy",17,9,3,20,,,,,1.0,3.0,,4.0,1.0,1.0,,7.0,15.0,3.0,,12.0,,,86.0
1,"Mitchell, Sam",15,4,10,25,,,,4.0,1.0,3.0,6.0,4.0,1.0,2.0,,13.0,15.0,,,7.0,,3.0,88.0
30,"Nelson, Jackson",6,3,9,15,,1.0,,3.0,3.0,1.0,,2.0,1.0,,,3.0,13.0,,,2.0,1.0,,78.0
11,"Priddis, Matt",9,4,22,31,1,,,5.0,,1.0,5.0,6.0,1.0,1.0,,16.0,17.0,1.0,1.0,1.0,,1.0,80.0
8,"Redden, Jack",6,3,9,15,,,,4.0,,,4.0,1.0,1.0,,,6.0,10.0,,,,,,71.0
4,"Sheed, Dom",7,4,4,11,,,,2.0,,3.0,,1.0,,,,,11.0,,,,,2.0,69.0
5,"Sheppard, Brad",6,6,14,20,,,,5.0,1.0,1.0,1.0,,1.0,,,7.0,13.0,1.0,,1.0,,1.0,85.0
13,"Shuey, Luke",13,4,17,30,2,,,11.0,1.0,5.0,7.0,1.0,3.0,,3.0,10.0,19.0,,1.0,1.0,1.0,1.0,88.0
19,"Vardy, Nathan",4,2,7,11,1,,20.0,2.0,,1.0,3.0,,3.0,,,6.0,5.0,1.0,1.0,3.0,,,67.0
12,"Wellingham, Sharrod",13,8,10,23,,,,1.0,4.0,2.0,2.0,5.0,,,,6.0,17.0,,,2.0,,1.0,86.0
6,"Yeo, Elliot",17,13,8,25,,,,,2.0,3.0,,3.0,,1.0,,11.0,15.0,5.0,,2.0,1.0,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,112,196,422,18,8.0,38.0,55.0,24.0,45.0,38.0,42.0,23.0,8.0,5.0,140.0,289.0,17.0,15.0,46.0,4.0,14.0,
Opposition,Opposition,209,76,152,361,13,19.0,46.0,66.0,26.0,45.0,42.0,56.0,8.0,23.0,1.0,137.0,220.0,5.0,11.0,47.0,1.0,6.0,
