Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Cameron, Leon",25y 319d,147 (80-2-65 55.10%),59 (0.40),←,
12,"Cook, James",24y 192d,51 (32-0-19 62.75%),88 (1.73),26 (16-0-10 61.54%),53 (2.04)
16,"Croft, Matthew",25y 142d,79 (46-2-31 59.49%),42 (0.53),←,
11,"Curley, Todd",25y 185d,47 (23-1-23 50.00%),27 (0.57),44 (21-1-22 48.86%),26 (0.59)
14,"Darcy, Luke",23y 6d,63 (33-1-29 53.17%),47 (0.75),←,
21,"Dent, Matthew",26y 182d,80 (27-0-53 33.75%),17 (0.21),33 (23-0-10 69.70%),8 (0.24)
28,"Dimattina, Paul",23y 238d,40 (25-0-15 62.50%),15 (0.38),←,
32,"Ellis, Craig",23y 44d,54 (30-0-24 55.56%),2 (0.04),←,
4,"Garlick, Simon",23y 99d,60 (36-0-24 60.00%),34 (0.57),16 (12-0-4 75.00%),7 (0.44)
3,"Grant, Chris",25y 217d,181 (96-3-82 53.87%),343 (1.90),←,
9,"Hudson, Paul",27y 363d,170 (103-0-67 60.59%),329 (1.94),36 (23-0-13 63.89%),65 (1.81)
6,"Johnson, Brad",22y,92 (46-2-44 51.09%),66 (0.72),←,
2,"Kolyniuk, Steven",28y 13d,153 (80-1-72 52.61%),165 (1.08),←,
35,"Kretiuk, Steven",26y 14d,90 (53-1-36 59.44%),9 (0.10),←,
27,"Lane, Tyson",21y 327d,15 (7-0-8 46.67%),12 (0.80),←,
23,"Martin, Michael",21y 143d,33 (19-1-13 59.09%),11 (0.33),←,
10,"Montgomery, Brett",25y 47d,29 (21-0-8 72.41%),34 (1.17),←,
36,"Romero, Jose",26y 351d,165 (88-1-76 53.64%),143 (0.87),76 (39-1-36 51.97%),45 (0.59)
5,"Smith, Rohan",25y 48d,115 (62-2-51 54.78%),88 (0.77),←,
7,"West, Scott",23y 246d,118 (62-1-55 52.97%),44 (0.37),←,
24,"Wira, Brad",26y 124d,54 (26-1-27 49.07%),4 (0.07),53 (26-1-26 50.00%),4 (0.08)
15,"Wynd, Scott",28y 174d,185 (94-3-88 51.62%),28 (0.15),←,
Totals,Totals,24y 357d,2021 (1089-22-910 53.88%),1607 (0.80),,
C,"Wallace, Terry",39y 217d,50 (30-0-20 60.00%),,←,
