Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",10,4,8,18,1,,,6.0,1.0,8.0,3.0,5.0,2.0,3.0,,10.0,10.0,,,1.0,,1.0,100.0
10,"Ashcroft, Marcus",2,,1,3,,,,1.0,,,,,,,,,3.0,,,1.0,,,61.0
20,"Black, Simon",13,3,11,24,,,,3.0,,7.0,6.0,6.0,,2.0,,16.0,9.0,,2.0,2.0,,1.0,97.0
36,"Bradshaw, Daniel",7,5,8,15,1,2.0,,,1.0,2.0,,3.0,2.0,1.0,,10.0,6.0,1.0,2.0,4.0,2.0,2.0,100.0
1,"Caracella, Blake",11,5,3,14,,1.0,,,2.0,4.0,1.0,3.0,1.0,,,7.0,9.0,,1.0,,,1.0,89.0
19,"Charman, Jamie",6,6,2,8,,1.0,9.0,1.0,,2.0,1.0,1.0,,,,3.0,6.0,1.0,,,,1.0,39.0
32,"Hart, Shaun",10,5,6,16,,,,1.0,,2.0,3.0,2.0,,,,6.0,11.0,,1.0,1.0,1.0,1.0,100.0
2,"Johnson, Chris",26,7,5,31,,,,4.0,12.0,1.0,,6.0,2.0,2.0,,5.0,15.0,,,1.0,6.0,,100.0
44,"Lappin, Nigel",10,3,5,15,,,,3.0,,2.0,2.0,,,,,5.0,10.0,,,2.0,1.0,,93.0
23,"Leppitsch, Justin",10,8,1,11,3,1.0,,1.0,2.0,1.0,,,,,,3.0,8.0,2.0,3.0,9.0,,,100.0
43,"McDonald, Beau",4,2,2,6,,,31.0,,1.0,1.0,,2.0,,1.0,,2.0,4.0,,,3.0,,,61.0
9,"McGrath, Ashley",7,2,1,8,,,,1.0,4.0,,,3.0,2.0,3.0,,6.0,2.0,1.0,,4.0,,,100.0
15,"Michael, Mal",3,3,1,4,,,4.0,1.0,4.0,,1.0,1.0,1.0,1.0,,1.0,3.0,,,3.0,1.0,,100.0
35,"Morrison, Shane",5,4,3,8,,,,,,3.0,1.0,,1.0,,,3.0,5.0,,,1.0,,1.0,44.0
8,"Notting, Tim",7,5,6,13,1,,,3.0,1.0,3.0,1.0,2.0,,1.0,,2.0,10.0,,1.0,2.0,,,86.0
13,"Pike, Martin",10,7,2,12,1,,,4.0,,6.0,1.0,,,,,2.0,10.0,1.0,,4.0,,,66.0
6,"Power, Luke",8,2,7,15,2,,,,,3.0,,,,,,7.0,7.0,,,5.0,,,100.0
5,"Scott, Brad",13,8,4,17,,,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,4.0,13.0,,1.0,,,1.0,79.0
22,"Scott, Chris",10,8,7,17,,,,,3.0,1.0,,9.0,1.0,4.0,,3.0,13.0,,,2.0,,,87.0
34,"Shattock, Aaron",4,2,5,9,,,,2.0,1.0,2.0,1.0,1.0,,,,4.0,6.0,,,1.0,,,32.0
3,"Voss, Michael",18,9,5,23,5,2.0,,2.0,,6.0,2.0,,1.0,,3.0,6.0,17.0,1.0,5.0,1.0,1.0,2.0,92.0
33,"White, Darryl",5,4,3,8,2,,4.0,2.0,,,1.0,,1.0,,,4.0,3.0,1.0,2.0,2.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,102,96,295,16,13.0,48.0,36.0,33.0,57.0,27.0,46.0,15.0,19.0,3.0,109.0,180.0,8.0,18.0,49.0,12.0,11.0,
Opposition,Opposition,182,82,107,289,16,13.0,21.0,25.0,37.0,52.0,39.0,46.0,19.0,15.0,3.0,120.0,166.0,13.0,14.0,45.0,15.0,8.0,
