Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",6,5,10,16,1,1.0,,4.0,1.0,3.0,,2.0,1.0,2.0,,4.0,12.0,,,6.0,1.0,1.0,69.0
20,"Brogan, Dean",5,2,9,14,1,,15.0,1.0,,,10.0,1.0,5.0,1.0,,11.0,3.0,1.0,,3.0,,1.0,60.0
7,"Burgoyne, Peter",20,13,21,41,,,,1.0,9.0,3.0,4.0,6.0,,1.0,,6.0,37.0,,,2.0,8.0,1.0,92.0
8,"Burgoyne, Shaun",5,2,7,12,4,,,4.0,1.0,2.0,1.0,3.0,1.0,2.0,,5.0,7.0,1.0,2.0,4.0,3.0,,81.0
27,"Carlile, Alipate",,2,6,6,,,,3.0,,,,2.0,1.0,1.0,,1.0,5.0,,,3.0,1.0,,80.0
25,"Cassisi, Domenic",7,2,17,24,,,,8.0,1.0,,7.0,2.0,1.0,,,11.0,13.0,,,5.0,,1.0,94.0
30,"Chaplin, Troy",13,5,4,17,,,,1.0,1.0,3.0,,2.0,2.0,1.0,,3.0,13.0,,,3.0,1.0,1.0,92.0
35,"Cornes, Chad",25,13,9,34,2,1.0,1.0,3.0,3.0,7.0,6.0,5.0,3.0,3.0,,14.0,25.0,2.0,,2.0,,,94.0
18,"Cornes, Kane",16,9,11,27,,,,2.0,1.0,4.0,,2.0,,,,2.0,23.0,,,1.0,,,100.0
33,"Ebert, Brett",6,4,1,7,,2.0,,2.0,,2.0,,3.0,,,,,7.0,,1.0,1.0,,,91.0
5,"Lade, Brendon",5,3,4,9,,,19.0,,,2.0,3.0,2.0,3.0,2.0,,4.0,5.0,,,2.0,,,59.0
4,"Motlop, Daniel",7,6,2,9,2,1.0,2.0,1.0,,4.0,,3.0,,1.0,,1.0,7.0,,3.0,2.0,,,75.0
16,"Pearce, Danyle",16,11,5,21,,,,,2.0,3.0,1.0,2.0,,,,3.0,17.0,,,,2.0,,72.0
36,"Pettigrew, Michael",4,1,4,8,,,,3.0,2.0,1.0,,4.0,1.0,3.0,,2.0,7.0,,,5.0,1.0,,87.0
15,"Rodan, David",10,4,9,19,1,,,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,6.0,13.0,,,6.0,11.0,,89.0
3,"Salopek, Steven",15,7,7,22,,2.0,,1.0,,1.0,,1.0,,,,3.0,19.0,,1.0,1.0,,1.0,82.0
14,"Stewart, Paul",7,5,6,13,,,,1.0,2.0,,,4.0,3.0,2.0,,4.0,10.0,,,3.0,2.0,,69.0
9,"Surjan, Jacob",11,6,13,24,,,,1.0,3.0,3.0,2.0,1.0,,,,7.0,17.0,,,4.0,3.0,,91.0
32,"Thomas, Matt",5,3,6,11,,,,4.0,,2.0,,7.0,,4.0,,3.0,8.0,,,2.0,,,76.0
28,"Thurstans, Toby",1,2,5,6,,,1.0,1.0,2.0,,,2.0,,1.0,,2.0,4.0,,,2.0,,,80.0
1,"Tredrea, Warren",5,3,5,10,,2.0,,1.0,,1.0,,2.0,,2.0,,5.0,5.0,,1.0,1.0,,1.0,81.0
39,"Westhoff, Justin",7,5,5,12,,1.0,,1.0,,2.0,,2.0,2.0,1.0,,7.0,5.0,1.0,1.0,2.0,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,113,166,362,11,13.0,38.0,45.0,30.0,47.0,36.0,60.0,25.0,29.0,1.0,104.0,262.0,5.0,9.0,60.0,33.0,8.0,
Opposition,Opposition,218,132,149,367,12,13.0,23.0,42.0,33.0,41.0,25.0,51.0,29.0,25.0,5.0,110.0,262.0,12.0,15.0,47.0,25.0,10.0,
