Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",19.0,5.0,3.0,22.0,,,,3.0,6.0,2.0,1.0,1.0,3.0,,,7.0,13.0,,,1.0,1.0,,78.0
37,"Chandler, Kade",15.0,7.0,10.0,25.0,3.0,1.0,,2.0,,7.0,4.0,1.0,4.0,,,10.0,15.0,,3.0,2.0,,1.0,82.0
31,"Fritsch, Bayley",3.0,1.0,1.0,4.0,1.0,1.0,,,,1.0,,1.0,,,,2.0,2.0,,1.0,1.0,1.0,,85.0
11,"Gawn, Max",5.0,2.0,6.0,11.0,,1.0,27.0,2.0,1.0,3.0,1.0,4.0,,2.0,,6.0,3.0,1.0,,1.0,,,84.0
43,"Henderson, Jack",7.0,2.0,6.0,13.0,1.0,1.0,,5.0,,2.0,,1.0,2.0,,,4.0,9.0,,,1.0,,1.0,78.0
22,"Howes, Blake",4.0,3.0,7.0,11.0,,,,4.0,1.0,,,1.0,,1.0,,3.0,8.0,,,1.0,,,75.0
21 ↓,"Jefferson, Matthew",,,,,,,,,,,,,,,,,,,,,,,22.0
15,"Langdon, Ed",9.0,6.0,8.0,17.0,,1.0,,1.0,3.0,1.0,,2.0,,,,5.0,12.0,2.0,2.0,1.0,,,83.0
8,"Lever, Jake",6.0,5.0,4.0,10.0,,,,1.0,3.0,,,3.0,1.0,2.0,,2.0,8.0,,,2.0,,1.0,79.0
20,"Lindsay, Xavier",8.0,2.0,12.0,20.0,,,,6.0,3.0,1.0,2.0,1.0,2.0,,,7.0,14.0,,,2.0,,,80.0
25,"McDonald, Tom",7.0,4.0,6.0,13.0,,,,,1.0,2.0,,4.0,1.0,1.0,,6.0,9.0,,,8.0,,,100.0
13,"Oliver, Clayton",16.0,5.0,20.0,36.0,1.0,,,2.0,2.0,4.0,12.0,5.0,,1.0,,19.0,15.0,,,,,,82.0
5,"Petracca, Christian",12.0,5.0,11.0,23.0,1.0,1.0,,2.0,,5.0,1.0,3.0,1.0,,,6.0,17.0,,1.0,,,1.0,86.0
35,"Petty, Harry",3.0,5.0,4.0,7.0,,,,1.0,,1.0,,2.0,,2.0,,4.0,4.0,2.0,,5.0,,,100.0
24,"Rivers, Trent",10.0,4.0,6.0,16.0,,,,2.0,3.0,2.0,,3.0,,1.0,,1.0,14.0,,,2.0,3.0,,79.0
3,"Salem, Christian",16.0,8.0,8.0,24.0,,,,2.0,2.0,3.0,,1.0,1.0,,,8.0,12.0,1.0,,1.0,,2.0,89.0
30,"Sharp, Harry",6.0,5.0,4.0,10.0,,1.0,,1.0,1.0,,,1.0,,,,3.0,8.0,,1.0,,,,83.0
9,"Spargo, Charlie",6.0,3.0,5.0,11.0,,,,2.0,,4.0,,2.0,,1.0,,1.0,10.0,,,,,,74.0
32,"Sparrow, Tom",12.0,2.0,13.0,25.0,,1.0,,2.0,2.0,7.0,6.0,5.0,2.0,1.0,,7.0,17.0,,,,1.0,,81.0
10,"Turner, Daniel",4.0,3.0,3.0,7.0,1.0,2.0,,2.0,,,,2.0,1.0,1.0,,5.0,3.0,1.0,2.0,1.0,,,71.0
2,"van Rooyen, Jacob",5.0,2.0,4.0,9.0,1.0,2.0,3.0,4.0,,2.0,,,2.0,,,4.0,5.0,,1.0,1.0,,,76.0
7,"Viney, Jack",14.0,2.0,13.0,27.0,,,,2.0,2.0,8.0,2.0,7.0,1.0,1.0,,7.0,21.0,,,3.0,,,77.0
40 ↑,"Woewodin, Taj",6.0,1.0,4.0,10.0,,,,1.0,4.0,1.0,1.0,1.0,,,,3.0,8.0,,,,,,56.0
Totals,Totals,193.0,82.0,158.0,351.0,9.0,12.0,30.0,47.0,34.0,56.0,30.0,51.0,21.0,14.0,,120.0,227.0,7.0,11.0,33.0,6.0,6.0,
Opposition,Opposition,228.0,100.0,175.0,403.0,19.0,11.0,32.0,49.0,45.0,53.0,42.0,69.0,14.0,21.0,6.0,139.0,258.0,15.0,12.0,28.0,16.0,14.0,
