Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",30y 110d,171 (100-1-70 58.77%),64 (0.37),←,
25,"Athorn, Mark",24y 276d,70 (32-1-37 46.43%),14 (0.20),17 (13-0-4 76.47%),3 (0.18)
21,"Bradley, Craig",28y 291d,155 (92-1-62 59.68%),111 (0.72),←,
20,"Brown, Fraser",21y 357d,40 (18-0-22 45.00%),12 (0.30),←,
39,"Christou, Ang",20y 206d,3 (2-0-1 66.67%),1 (0.33),←,
34,"De Iulio, Ron",20y 116d,16 (11-0-5 68.75%),25 (1.56),←,
35,"Dean, Peter",27y 153d,144 (88-1-55 61.46%),19 (0.13),←,
6,"Dorotich, Jon",30y 104d,121 (68-1-52 56.61%),93 (0.77),←,
12,"Gleeson, Adrian",25y 101d,119 (73-1-45 61.76%),113 (0.95),←,
13,"Hanna, Mil",26y 126d,105 (55-1-49 52.86%),46 (0.44),←,
33,"Hogg, Matthew",23y 232d,75 (34-2-39 46.67%),10 (0.13),16 (10-0-6 62.50%),6 (0.38)
4,"Kernahan, Stephen",28y 343d,155 (93-1-61 60.32%),436 (2.81),←,
43,"Koutoufides, Anthony",19y 204d,4 (2-0-2 50.00%),1 (0.25),←,
44,"Madden, Justin",31y 70d,237 (144-1-92 60.97%),149 (0.63),192 (114-1-77 59.64%),129 (0.67)
27,"OSullivan, Luke",24y 134d,35 (18-0-17 51.43%),33 (0.94),←,
7,"Ratten, Brett",21y 29d,37 (18-0-19 48.65%),5 (0.14),←,
1,"Silvagni, Stephen",25y 70d,115 (73-0-42 63.48%),88 (0.77),←,
11,"Spalding, Earl",27y 151d,128 (83-0-45 64.84%),82 (0.64),19 (13-0-6 68.42%),19 (1.00)
38,"Welsh, Rohan",21y 307d,12 (8-0-4 66.67%),26 (2.17),←,
2,"Williams, Greg",28y 314d,155 (85-0-70 54.84%),130 (0.84),14 (9-0-5 64.29%),2 (0.14)
Totals,Totals,25y 148d,1897 (1097-11-789 57.83%),1458 (0.77),,
C,"Parkin, David",49y 332d,324 (187-1-136 57.87%),,161 (100-1-60 62.42%),
