Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",21y 28d,49 (24-0-25 48.98%),20 (0.41),←,
32,"Broadbent, Matthew",19y 28d,3 (1-0-2 33.33%),3 (1.00),←,
20,"Brogan, Dean",30y 258d,142 (86-1-55 60.92%),47 (0.33),←,
7,"Burgoyne, Peter",31y 212d,240 (132-3-105 55.63%),193 (0.80),←,
8,"Burgoyne, Shaun",26y 312d,157 (97-0-60 61.78%),171 (1.09),←,
27,"Carlile, Alipate",22y 121d,53 (23-0-30 43.40%),2 (0.04),←,
1,"Cassisi, Domenic",26y 341d,149 (83-1-65 56.04%),62 (0.42),←,
30,"Chaplin, Troy",23y 187d,81 (38-1-42 47.53%),9 (0.11),←,
35,"Cornes, Chad",29y 290d,216 (127-1-88 59.03%),161 (0.75),←,
18,"Cornes, Kane",26y 236d,184 (105-1-78 57.34%),76 (0.41),←,
41,"Davenport, Jason",23y 359d,10 (4-0-6 40.00%),7 (0.70),←,
33,"Ebert, Brett",25y 284d,118 (57-1-60 48.73%),176 (1.49),←,
17,"Gray, Robbie",21y 152d,35 (14-0-21 40.00%),52 (1.49),←,
22,"Hartlett, Hamish",19y 15d,11 (4-0-7 36.36%),5 (0.45),←,
29,"Krakouer, Nathan",21y 116d,33 (17-0-16 51.52%),7 (0.21),←,
5,"Lade, Brendon",33y 50d,234 (128-3-103 55.34%),182 (0.78),←,
6,"Pearce, Danyle",23y 144d,93 (42-0-51 45.16%),55 (0.59),←,
43,"Salter, Nick",22y 30d,7 (2-0-5 28.57%),12 (1.71),←,
14,"Stewart, Paul",22y 50d,18 (5-0-13 27.78%),1 (0.06),←,
9,"Surjan, Jacob",24y 14d,87 (44-0-43 50.57%),12 (0.14),←,
21,"Thomas, Matt",22y 183d,29 (9-0-20 31.03%),7 (0.24),←,
39,"Westhoff, Justin",22y 332d,50 (23-0-27 46.00%),76 (1.52),←,
Totals,Totals,24y 203d,1999 (1065-12-922 53.28%),1336 (0.67),,
C,"Williams, Mark",51y 8d,258 (145-2-111 56.59%),,←,
