North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",5,4,10,15,,,,2.0,2.0,,,1.0,,1.0,,5.0,10.0,,,1.0,5.0,,88.0
50 ↓,"Brown, Ben",8,4,2,10,2,2.0,1.0,,,3.0,,2.0,2.0,,,5.0,5.0,2.0,1.0,1.0,,,57.0
10,"Cunnington, Ben",14,6,17,31,1,,,4.0,3.0,2.0,9.0,1.0,1.0,1.0,,20.0,12.0,1.0,1.0,2.0,,,76.0
15,"Dal Santo, Nick",14,3,10,24,,1.0,,4.0,,6.0,6.0,1.0,1.0,,1.0,8.0,15.0,,1.0,1.0,2.0,,82.0
27,"Garner, Taylor",5,1,5,10,,,,4.0,,2.0,1.0,2.0,,1.0,,4.0,6.0,,,1.0,,2.0,81.0
43,"Gibson, Sam",10,4,9,19,,,,1.0,2.0,2.0,,2.0,1.0,,,3.0,17.0,,,2.0,3.0,1.0,90.0
22,"Goldstein, Todd",11,8,9,20,,1.0,50.0,7.0,1.0,3.0,3.0,1.0,1.0,,2.0,9.0,11.0,1.0,,1.0,,,96.0
6,"Hansen, Lachlan",6,6,7,13,,,,3.0,1.0,,,2.0,,2.0,,,13.0,,,,,,90.0
29,"Harvey, Brent",13,1,7,20,2,2.0,,2.0,,5.0,3.0,1.0,,,,4.0,14.0,,,,8.0,2.0,85.0
4,"Higgins, Shaun",14,5,17,31,2,,,2.0,5.0,5.0,3.0,2.0,1.0,,3.0,10.0,22.0,,,,,1.0,77.0
5,"Jacobs, Ben",9,1,2,11,1,,,7.0,,5.0,5.0,2.0,2.0,1.0,,8.0,2.0,,1.0,,,1.0,85.0
21,"McDonald, Luke",9,5,6,15,,,,1.0,3.0,2.0,,1.0,,,,2.0,13.0,,,,2.0,,90.0
41 ↑,"Mullett, Aaron",2,,1,3,,,,,1.0,1.0,,1.0,,,,,3.0,,,,,,23.0
28,"Nahas, Robin",8,5,6,14,2,,,3.0,,3.0,,4.0,,1.0,,3.0,11.0,,1.0,,,1.0,85.0
20,"Petrie, Drew",6,8,10,16,1,1.0,1.0,,,2.0,1.0,1.0,,1.0,,7.0,9.0,2.0,3.0,2.0,,1.0,96.0
9,"Swallow, Andrew",8,2,12,20,,,,4.0,,2.0,2.0,2.0,4.0,2.0,,12.0,9.0,,,1.0,,,79.0
25,"Tarrant, Robbie",11,6,2,13,,,,1.0,5.0,1.0,,4.0,,3.0,,2.0,11.0,2.0,,4.0,,,96.0
12,"Thomas, Lindsay",12,5,4,16,5,2.0,,4.0,,3.0,,4.0,1.0,4.0,,5.0,12.0,,3.0,2.0,,2.0,80.0
16,"Thompson, Scott",11,5,4,15,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,4.0,9.0,,,6.0,,1.0,93.0
30,"Waite, Jarrad",11,8,5,16,3,1.0,,3.0,,4.0,,4.0,,1.0,,6.0,11.0,4.0,4.0,,1.0,1.0,88.0
19,"Wright, Sam",9,6,3,12,,,,2.0,3.0,3.0,,1.0,1.0,1.0,,4.0,8.0,1.0,,2.0,2.0,,86.0
7,"Ziebell, Jack",14,5,9,23,,1.0,,4.0,,8.0,4.0,,2.0,,,9.0,14.0,1.0,1.0,1.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,98,157,367,19,13.0,52.0,59.0,28.0,63.0,37.0,40.0,18.0,20.0,6.0,130.0,237.0,14.0,16.0,27.0,23.0,13.0,
Opposition,Opposition,165,72,116,281,14,8.0,38.0,50.0,37.0,43.0,40.0,37.0,20.0,18.0,,119.0,161.0,16.0,10.0,36.0,6.0,8.0,
