Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",10,2,8,18,1,,,1.0,1.0,5.0,3.0,6.0,,1.0,,7.0,11.0,,,2.0,,1.0,75.0
20,"Brogan, Dean",8,8,14,22,,,10.0,3.0,,,4.0,5.0,2.0,5.0,,10.0,12.0,,,4.0,,,71.0
7,"Burgoyne, Peter",13,3,9,22,,,,2.0,7.0,2.0,1.0,1.0,,,,3.0,17.0,,,1.0,12.0,,93.0
8,"Burgoyne, Shaun",12,3,6,18,,,,7.0,,4.0,5.0,2.0,,1.0,,10.0,8.0,1.0,1.0,3.0,1.0,4.0,95.0
25,"Cassisi, Domenic",10,4,6,16,,,,4.0,2.0,,,2.0,,2.0,,3.0,14.0,,,1.0,4.0,,82.0
30,"Chaplin, Troy",15,8,17,32,,,,1.0,4.0,3.0,2.0,2.0,1.0,1.0,,7.0,25.0,,,2.0,1.0,,96.0
35,"Cornes, Chad",17,5,10,27,1,1.0,,3.0,2.0,5.0,5.0,5.0,2.0,2.0,,11.0,15.0,1.0,1.0,3.0,1.0,,94.0
18,"Cornes, Kane",12,6,12,24,1,,,4.0,3.0,3.0,1.0,2.0,,1.0,,1.0,23.0,,1.0,,,,97.0
33,"Ebert, Brett",10,5,1,11,3,1.0,,2.0,,1.0,1.0,2.0,,1.0,,2.0,10.0,,3.0,,,1.0,77.0
5,"Lade, Brendon",8,7,3,11,,,19.0,3.0,,3.0,3.0,3.0,2.0,2.0,,4.0,7.0,1.0,1.0,3.0,,1.0,82.0
44,"Logan, Tom",12,11,11,23,2,1.0,,5.0,1.0,6.0,1.0,,1.0,,,3.0,20.0,,1.0,2.0,7.0,2.0,78.0
4,"Motlop, Daniel",10,3,3,13,3,1.0,,4.0,,4.0,1.0,,2.0,,,5.0,7.0,,2.0,,1.0,2.0,82.0
16,"Pearce, Danyle",18,10,10,28,1,2.0,,1.0,2.0,5.0,1.0,2.0,,,,6.0,22.0,,2.0,2.0,6.0,,92.0
36,"Pettigrew, Michael",6,5,5,11,,,,,5.0,2.0,,5.0,,2.0,,2.0,9.0,1.0,,2.0,6.0,,84.0
15,"Rodan, David",9,3,13,22,2,1.0,,3.0,,4.0,9.0,2.0,,,,10.0,11.0,,1.0,2.0,7.0,1.0,89.0
3,"Salopek, Steven",11,6,14,25,2,,,6.0,,2.0,1.0,3.0,3.0,1.0,,9.0,17.0,,,2.0,1.0,,84.0
9,"Surjan, Jacob",11,8,14,25,,,,,1.0,1.0,,2.0,,1.0,,3.0,21.0,,,5.0,,,72.0
28,"Thurstans, Toby",7,6,3,10,,,2.0,,1.0,1.0,,1.0,,,,2.0,8.0,1.0,,,1.0,,93.0
1,"Tredrea, Warren",11,7,2,13,3,,1.0,3.0,,5.0,1.0,,,,,3.0,10.0,1.0,1.0,3.0,1.0,,73.0
2,"Wakelin, Darryl",11,10,7,18,,,,1.0,3.0,,,,1.0,,,3.0,15.0,1.0,,2.0,7.0,,83.0
39,"Westhoff, Justin",6,4,2,8,1,1.0,,2.0,,3.0,,2.0,,,,2.0,6.0,,,1.0,,2.0,83.0
21,"Wilson, Michael",,,2,2,,,,,,,,1.0,,,,1.0,1.0,,,2.0,,,26.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,124,172,399,20,13.0,32.0,55.0,32.0,59.0,39.0,48.0,14.0,20.0,,107.0,289.0,7.0,14.0,42.0,56.0,14.0,
Opposition,Opposition,162,77,165,327,5,16.0,36.0,53.0,32.0,40.0,29.0,56.0,20.0,14.0,,111.0,215.0,8.0,7.0,48.0,18.0,4.0,
