Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",16,7,11,27,,,,7.0,7.0,2.0,4.0,,2.0,,2.0,8,18,,,2.0,,1.0,89.0
46,"Blicavs, Mark",4,8,12,16,,1.0,10.0,11.0,,1.0,2.0,1.0,1.0,1.0,,5,13,1.0,1.0,3.0,,,83.0
23,"Caddy, Josh",6,3,10,16,1.0,,1.0,5.0,1.0,2.0,2.0,1.0,,1.0,,6,10,,1.0,,,2.0,72.0
35,"Dangerfield, Patrick",17,4,20,37,2.0,,,7.0,,12.0,8.0,2.0,3.0,1.0,3.0,19,17,1.0,1.0,,2.0,2.0,84.0
22,"Duncan, Mitch",12,9,8,20,,,1.0,7.0,3.0,3.0,2.0,6.0,1.0,3.0,,4,17,,,,,,81.0
44,"Enright, Corey",18,6,9,27,,,,2.0,6.0,,1.0,1.0,,1.0,,8,17,,,4.0,,,88.0
28,"Gregson, Cory",7,6,7,14,,1.0,,5.0,,1.0,,,2.0,,,4,10,1.0,2.0,,,4.0,76.0
26,"Hawkins, Tom",7,5,3,10,4.0,,,1.0,,,,3.0,,2.0,,5,5,4.0,4.0,2.0,,1.0,90.0
25,"Henderson, Lachie",10,9,9,19,,,,4.0,2.0,1.0,,,1.0,,,5,13,1.0,,4.0,1.0,,92.0
39,"Kersten, Shane",3,2,5,8,,,,,,1.0,,3.0,1.0,2.0,,5,4,,,2.0,,,81.0
8,"Kolodjashnij, Jake",8,6,6,14,,,,3.0,2.0,,,1.0,,,,4,9,1.0,,2.0,,,90.0
13,"Lonergan, Tom",9,6,5,14,,,,3.0,1.0,,,2.0,1.0,1.0,,4,10,,,,,,86.0
4,"Mackie, Andrew",11,6,4,15,,,,2.0,4.0,1.0,,2.0,,1.0,,1,14,,1.0,2.0,,,86.0
6,"McCarthy, Lincoln",5,5,5,10,,,,1.0,,1.0,,3.0,,1.0,,3,7,,2.0,1.0,,,75.0
10,"Menzel, Daniel",7,6,3,10,4.0,,,3.0,,2.0,,3.0,,2.0,,2,8,1.0,3.0,1.0,,,88.0
32,"Motlop, Steven",21,5,6,27,2.0,1.0,,2.0,3.0,5.0,1.0,1.0,2.0,,,4,22,,1.0,,7.0,,88.0
21,"Murdoch, Jordan",15,11,6,21,1.0,,,3.0,4.0,2.0,1.0,1.0,2.0,,,4,17,,2.0,,,1.0,71.0
36,"Ruggles, Tom",15,10,3,18,,,,1.0,4.0,2.0,1.0,4.0,1.0,1.0,,4,15,,,4.0,,,67.0
14,"Selwood, Joel",14,1,14,28,2.0,,,4.0,,4.0,9.0,2.0,1.0,,1.0,14,12,,1.0,1.0,,1.0,79.0
9,"Smith, Zac",3,1,8,11,,,14.0,5.0,,2.0,2.0,2.0,1.0,1.0,,6,5,,,4.0,,,66.0
1,"Stanley, Rhys",4,2,5,9,,1.0,13.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,6,3,1.0,1.0,3.0,,1.0,79.0
7,"Taylor, Harry",6,7,8,14,,,,1.0,,1.0,1.0,1.0,,1.0,,4,10,1.0,,2.0,,,90.0
Totals,Totals,218,125,167,385,16.0,4.0,39.0,78.0,38.0,44.0,36.0,42.0,20.0,21.0,6.0,125,256,12.0,20.0,37.0,10.0,13.0,
Opposition,Opposition,186,87,189,375,5.0,13.0,35.0,59.0,27.0,46.0,30.0,42.0,21.0,20.0,,137,247,7.0,6.0,33.0,6.0,4.0,
