Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 220d,94 (59-0-35 62.77%),141 (1.50),56 (41-0-15 73.21%),86 (1.54)
11,"Archer, Glenn",27y 43d,169 (113-0-56 66.86%),103 (0.61),←,
26,"Bell, Peter",24y 66d,109 (75-0-34 68.81%),105 (0.96),107 (75-0-32 70.09%),103 (0.96)
12,"Blakey, John",33y 287d,308 (167-0-141 54.22%),99 (0.32),173 (115-0-58 66.47%),61 (0.35)
22,"Burton, Matthew",29y 353d,77 (26-0-51 33.77%),35 (0.45),7 (4-0-3 57.14%),3 (0.43)
17,"Calthorpe, David",26y 263d,108 (63-2-43 59.26%),69 (0.64),7 (5-0-2 71.43%),9 (1.29)
18,"Carey, Wayne",28y 345d,214 (136-0-78 63.55%),585 (2.73),←,
23,"Clayton, Shane",21y 195d,52 (28-0-24 53.85%),16 (0.31),34 (26-0-8 76.47%),15 (0.44)
19,"Dhurrkay, Gary",26y 63d,70 (33-0-37 47.14%),64 (0.91),19 (13-0-6 68.42%),18 (0.95)
6,"Grant, Shannon",23y 17d,116 (75-1-40 65.09%),136 (1.17),58 (43-0-15 74.14%),98 (1.69)
29,"Harvey, Brent",21y 358d,73 (52-0-21 71.23%),82 (1.12),←,
34,"King, David",28y 60d,141 (96-0-45 68.09%),54 (0.38),←,
27,"Lange, Adam",21y 115d,14 (9-0-5 64.29%),12 (0.86),←,
35,"Makepeace, Troy",21y 61d,6 (5-0-1 83.33%),2 (0.33),←,
4,"Martyn, Mick",31y 249d,248 (149-1-98 60.28%),14 (0.06),←,
5,"McCartney, Jason",26y 53d,130 (74-0-56 56.92%),52 (0.40),55 (40-0-15 72.73%),4 (0.07)
31,"McKernan, Corey",26y 139d,146 (102-0-44 69.86%),174 (1.19),←,
44,"Motlop, Shannon",21y 262d,14 (11-0-3 78.57%),12 (0.86),←,
28,"Pickett, Byron",22y 269d,60 (44-0-16 73.33%),2 (0.03),←,
13,"Pike, Martin",27y 174d,129 (63-0-66 48.84%),56 (0.43),69 (51-0-18 73.91%),16 (0.23)
24,"Sholl, Craig",32y 128d,226 (137-0-89 60.62%),152 (0.67),←,
7,"Simpson, Adam",24y 80d,99 (73-0-26 73.74%),37 (0.37),←,
Totals,Totals,26y 7d,2603 (1590-4-1009 61.08%),2002 (0.77),,
C,"Pagan, Denis",52y 225d,179 (120-0-59 67.04%),,←,
