Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",23y 339d,70 (47-1-22 67.86%),34 (0.49),←,
18,"Betts, Eddie",31y 202d,288 (138-3-147 48.44%),553 (1.92),104 (63-0-41 60.58%),263 (2.53)
25,"Cheney, Kyle",28y 295d,78 (48-0-30 61.54%),2 (0.03),37 (24-0-13 64.86%),
5,"Crouch, Matt",23y 56d,81 (51-1-29 63.58%),18 (0.22),←,
39,"Doedee, Tom",21y 107d,13 (6-0-7 46.15%),,←,
26,"Douglas, Richard",31y 130d,232 (127-1-104 54.96%),161 (0.69),←,
7,"Gallucci, Jordan",20y 43d,8 (5-0-3 62.50%),5 (0.63),←,
6,"Gibbs, Bryce",29y 93d,244 (101-2-141 41.80%),144 (0.59),13 (6-0-7 46.15%),7 (0.54)
20,"Gibson, Sam",32y 20d,135 (70-0-65 51.85%),53 (0.39),5 (1-0-4 20.00%),2 (0.40)
1,"Greenwood, Hugh",26y 102d,28 (16-1-11 58.93%),14 (0.50),←,
15,"Hartigan, Kyle",26y 221d,79 (51-0-28 64.56%),1 (0.01),←,
24,"Jacobs, Sam",30y 67d,187 (104-1-82 55.88%),47 (0.25),170 (97-1-72 57.35%),44 (0.26)
4,"Jenkins, Josh",29y 128d,127 (74-1-52 58.66%),249 (1.96),←,
8,"Kelly, Jake",23y 146d,46 (26-1-19 57.61%),,←,
14,"Mackay, David",29y 326d,197 (117-1-79 59.64%),56 (0.28),←,
30,"Milera, Wayne",20y 275d,34 (22-1-11 66.18%),14 (0.41),←,
22,"Otten, Andy",29y 32d,104 (58-1-45 56.25%),38 (0.37),←,
10,"Poholke, Myles",19y 341d,7 (3-0-4 42.86%),2 (0.29),←,
11,"Seedsman, Paul",26y 145d,81 (46-1-34 57.41%),39 (0.48),32 (19-1-12 60.94%),22 (0.69)
12,"Talia, Daniel",26y 257d,159 (95-1-63 60.06%),6 (0.04),←,
13,"Walker, Taylor",28y 52d,161 (93-1-67 58.07%),375 (2.33),←,
31,"Wilson, Patrick",23y 187d,1 (0-0-1 0.00%),,←,
Totals,Totals,26y 162d,2360 (1298-18-1044 55.00%),1811 (0.77),,
C,"Pyke, Don",49y 193d,62 (40-1-21 65.32%),,←,
