Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",15,12,4,19,3,2.0,1.0,,,3.0,1.0,2.0,1.0,,,9.0,9.0,4.0,6.0,1.0,,,
33,"Barlow, Kris",16,11,,16,1,1.0,1.0,2.0,1.0,6.0,,1.0,2.0,,,2.0,13.0,,3.0,1.0,,,
10,"Bateman, Chance",11,2,3,14,,1.0,,1.0,1.0,4.0,,2.0,,1.0,,2.0,13.0,,,1.0,2.0,,
39,"Campbell, Robert",3,4,4,7,,,7.0,5.0,,,,4.0,,2.0,,2.0,5.0,,,,,,
17,"Chick, Daniel",9,3,2,11,3,1.0,1.0,4.0,,2.0,1.0,3.0,1.0,2.0,,6.0,6.0,1.0,2.0,,,,
35,"Cox, Adrian",8,4,7,15,,1.0,,,,1.0,1.0,1.0,,1.0,,6.0,9.0,1.0,,1.0,,,
24,"Cox, Simon",19,11,11,30,1,,2.0,2.0,5.0,5.0,6.0,1.0,2.0,1.0,,9.0,19.0,,,,5.0,,
9,"Crawford, Shane",18,6,13,31,1,1.0,1.0,4.0,4.0,11.0,8.0,1.0,2.0,1.0,2.0,12.0,19.0,,1.0,1.0,6.0,,
19,"Dixon, Ben",14,9,7,21,2,1.0,,3.0,1.0,7.0,1.0,,,,,5.0,16.0,,1.0,,3.0,,
34,"Graham, Mark",13,7,5,18,,,1.0,2.0,5.0,1.0,,,,,,6.0,11.0,3.0,,3.0,,,
5,"Harford, Daniel",14,7,8,22,,1.0,,1.0,,3.0,2.0,2.0,2.0,,,3.0,19.0,,1.0,1.0,4.0,,
3,"Hay, Jonathan",5,4,7,12,,,,,,1.0,,3.0,,,,6.0,6.0,1.0,,2.0,,,
15,"Hodge, Luke",1,1,,1,1,,,,,,,,,,,,1.0,,1.0,,,,
2,"Holland, Nick",2,1,3,5,1,,,3.0,,1.0,,1.0,1.0,,,2.0,4.0,,,5.0,,,
37,"Lekkas, Angelo",22,8,13,35,3,,,4.0,1.0,10.0,5.0,1.0,1.0,,3.0,14.0,19.0,1.0,,2.0,4.0,,
7,"McCabe, Luke",10,5,3,13,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,5.0,11.0,,,1.0,,,
13,"Picioane, Lance",12,8,7,19,2,1.0,,3.0,,3.0,1.0,1.0,,,,6.0,11.0,,1.0,1.0,,,
20,"Rawlings, Jade",15,11,10,25,,,,2.0,5.0,1.0,,2.0,,,,10.0,15.0,6.0,,4.0,,,
16,"Ries, Nick",11,2,19,30,2,,,4.0,4.0,3.0,2.0,2.0,,1.0,1.0,13.0,17.0,1.0,,,,,
4,"Tallis, Rayden",1,1,,1,,,,1.0,,,,,,,,,2.0,,,1.0,,,
23,"Thompson, Nathan",4,2,6,10,1,,13.0,1.0,,1.0,5.0,1.0,,,,5.0,4.0,,1.0,,,,
21,"Vandenberg, Richard",14,4,6,20,3,,,3.0,1.0,3.0,,5.0,,3.0,,2.0,15.0,,1.0,,3.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,123,138,375,24,11.0,27.0,46.0,30.0,68.0,34.0,35.0,13.0,13.0,6.0,125.0,244.0,18.0,18.0,25.0,27.0,,
Opposition,Opposition,176,58,108,284,13,9.0,44.0,36.0,39.0,47.0,42.0,41.0,13.0,13.0,,106.0,155.0,11.0,12.0,33.0,35.0,,
