Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",28y 193d,145 (59-1-85 41.03%),112 (0.77),90 (52-0-38 57.78%),99 (1.10)
33,"Barlow, Kris",30y 47d,95 (50-0-45 52.63%),73 (0.77),←,
25,"Clarke, Tim",21y 151d,32 (19-0-13 59.38%),9 (0.28),←,
9,"Crawford, Shane",28y 356d,222 (113-2-107 51.35%),177 (0.80),←,
19,"Dixon, Ben",26y 78d,133 (72-1-60 54.51%),186 (1.40),←,
1,"Everitt, Peter",29y 120d,194 (80-2-112 41.75%),317 (1.63),14 (7-0-7 50.00%),17 (1.21)
34,"Graham, Mark",30y 171d,204 (99-2-103 49.02%),58 (0.28),←,
29,"Greene, Steven",21y 218d,32 (16-0-16 50.00%),11 (0.34),←,
5,"Harford, Daniel",26y 165d,153 (74-1-78 48.69%),67 (0.44),←,
15,"Hodge, Luke",19y 77d,30 (17-0-13 56.67%),19 (0.63),←,
2,"Holland, Nick",29y 33d,163 (78-2-83 48.47%),231 (1.42),←,
8,"Johnson, Brett",21y 307d,38 (21-0-17 55.26%),10 (0.26),←,
37,"Lekkas, Angelo",27y 63d,149 (69-1-79 46.64%),97 (0.65),←,
12,"Lonie, Nathan",20y 180d,33 (15-0-18 45.45%),16 (0.48),←,
28,"Mitchell, Sam",20y 323d,30 (17-0-13 56.67%),6 (0.20),←,
40,"Osborne, Michael",21y 33d,22 (10-0-12 45.45%),5 (0.23),←,
20,"Rawlings, Jade",25y 326d,116 (59-0-57 50.86%),62 (0.53),←,
16,"Ries, Nick",21y 48d,38 (21-0-17 55.26%),11 (0.29),←,
11,"Smith, Joel",26y 120d,143 (74-1-68 52.10%),76 (0.53),85 (45-1-39 53.53%),25 (0.29)
23,"Thompson, Nathan",25y 198d,100 (53-1-46 53.50%),156 (1.56),←,
21,"Vandenberg, Richard",26y 229d,83 (41-1-41 50.00%),35 (0.42),←,
6,"Williams, Mark",20y 140d,12 (6-0-6 50.00%),11 (0.92),←,
Totals,Totals,24y 345d,2167 (1063-15-1089 49.05%),1745 (0.81),,
C,"Schwab, Peter",42y 343d,92 (50-0-42 54.35%),,←,
